sep=,
"INSITE Professional 8.5.0.57 / Datapack 8.5.00115"
"Cummins Inc."

"Сведения по журналу данных"
,"Дата и время начала:","18-май-2026,21:09:01.881"
,"Общее время журнала:","00:03:23.6768917"
,"Имя файла исходного журнала:","C:\Users\RIMCUMMINS02\AppData\Local\Temp\\DML-20260518-210800.log"
,"Путь к месту назначения","C:\Users\RIMCUMMINS02\Desktop\Образ и LOG"
,"Частота выборки:","Реальное время"
,"Примечания:","LOG 730 Е № 27 18.05.26 Под нагрузкой около трех минут"

"Сведения о заказчике и транспортном средстве"
,"Заказчик:","Customer Name**"
,"Номер транспортного средства:",""№27Е""

"Сведения о двигателе"
,"Модель:","QSK50 MCRS*******,QSK50 MCRS*******,QSK50 MCRS*******"
,"Тип системы:","QSK50/60 CM850/CM2150/CM2850 MCRS/K123M"
,"Серийный номер:","33200155"
,
" Информация ECM"
,"Номер детали для модуля ECM:","4995445|4995445|4995445"
,"Код модуля ECM:","AQ60217.30|AR60193.16|AR60194.15"
,"Версия программного обеспечения калибровки:","19020116|19020116|19020116"

"Дата","Время","Fuel Pump Oil Pressure (кПа)- Идентификатор0","Oil Level Switch Status- Идентификатор1","Oil Level Switch Voltage (В)- Идентификатор1","Атмосферное давление (кПа)- Идентификатор0","Версия программного обеспечения калибровки- Идентификатор0","Версия программного обеспечения калибровки- Идентификатор1","Версия программного обеспечения калибровки- Идентификатор144","Время работы модуля ECM (время при включенном зажигании) (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Время работы модуля ECM (время при включенном зажигании) (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор1","Время работы модуля ECM (время при включенном зажигании) (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор144","Вспомогательное давление комплектного оборудования (кПа)- Идентификатор0","Выключатель режима диагностики- Идентификатор0","Давление в предварительном масляном фильтре (кПа)- Идентификатор1","Давление во впускном коллекторе (кПа)- Идентификатор0","Давление картерных газов (кПа)- Идентификатор0","Давление масла (кПа)- Идентификатор0","Давление на входе топливного регулятора (кПа)- Идентификатор0","Давление на входе топливного регулятора (кПа)- Идентификатор1","Давление на входе топливного регулятора (кПа)- Идентификатор144","Датчик давления во впускном коллекторе 1 (кПа)- Идентификатор0","Датчик давления во впускном коллекторе 2 (кПа)- Идентификатор1","Датчик давления охлаждающей жидкости (кПа)- Идентификатор0","датчик перепада давления в масляном фильтре (расчетное значение) (кПа)- Идентификатор0","датчик перепада давления в масляном фильтре (расчетное значение) (кПа)- Идентификатор1","Датчик проверки холостого хода- Идентификатор0","Датчик температуры (°C)- Идентификатор0","Датчик температуры впускного коллектора 1 (°C)- Идентификатор0","Датчик температуры впускного коллектора 2 (°C)- Идентификатор0","Датчик температуры впускного коллектора 3 (°C)- Идентификатор0","Датчик температуры впускного коллектора 4 (°C)- Идентификатор0","Датчик температуры отработавших газов цилиндра 1 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 10 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 11 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 12 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 13 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 14 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 15 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 16 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 2 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 3 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 4 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 5 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 6 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 7 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 8 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 9 (°C)- Идентификатор144","Датчик температуры топлива (°C)- Идентификатор0","Датчик температуры топлива (°C)- Идентификатор1","Датчик температуры топлива (°C)- Идентификатор144","Датчик числа оборотов двигателя действует- Идентификатор0","Датчик числа оборотов двигателя действует- Идентификатор1","Датчик числа оборотов двигателя действует- Идентификатор144","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор0","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор1","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор144","Заданный ток привода топливного насоса (мА)- Идентификатор0","Заданный ток привода топливного насоса (мА)- Идентификатор1","Заданный ток привода топливного насоса (мА)- Идентификатор144","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор0","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор1","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор144","Измеренный ток привода топливного насоса (мА)- Идентификатор0","Измеренный ток привода топливного насоса (мА)- Идентификатор1","Измеренный ток привода топливного насоса (мА)- Идентификатор144","Исходный адрес двигателя по шине J1939- Идентификатор0","Исходный адрес двигателя по шине J1939- Идентификатор1","Исходный адрес двигателя по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Команда управления вентилятором (Проценты)- Идентификатор0","Контактный датчик давления кондиционера- Идентификатор0","Мгновенный расход топлива (л/час)- Идентификатор0","Мгновенный расход топлива через систему дозирования (л/час)- Идентификатор0","Напряжение аккумуляторной батареи (В)- Идентификатор0","Напряжение аккумуляторной батареи (В)- Идентификатор1","Напряжение аккумуляторной батареи (В)- Идентификатор144","Напряжение аккумуляторной батареи 1 (В)- Идентификатор0","Напряжение датчика давления в предварительном масляном фильтре (В)- Идентификатор1","Напряжение датчика давления во впускном коллекторе 1 (В)- Идентификатор0","Напряжение датчика давления во впускном коллекторе 2 (В)- Идентификатор1","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор0","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор1","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор144","Напряжение датчика давления охлаждающей жидкости (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 1 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 2 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 3 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 4 (В)- Идентификатор0","Напряжение датчика температуры отработавших газов цилиндра 1 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 10 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 11 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 12 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 13 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 14 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 15 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 16 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 2 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 3 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 4 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 5 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 6 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 7 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 8 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 9 (В)- Идентификатор144","Напряжение датчика температуры топлива (В)- Идентификатор0","Напряжение датчика температуры топлива (В)- Идентификатор1","Напряжение датчика температуры топлива (В)- Идентификатор144","Напряжение питания датчика положения педали или рычага акселератора (В)- Идентификатор0","Напряжение сигнала вспомогательного датчика давления комплектного оборудования (В)- Идентификатор0","Напряжение сигнала датчика атмосферного давления (В)- Идентификатор0","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор0","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор1","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор144","Напряжение сигнала датчика давления во впускном коллекторе (В)- Идентификатор0","Напряжение сигнала датчика давления картерных газов (В)- Идентификатор0","Напряжение сигнала датчика давления масла (В)- Идентификатор0","Напряжение сигнала датчика положения педали или рычага акселератора (В)- Идентификатор0","Напряжение сигнала датчика температуры воздуха во впускном коллекторе (В)- Идентификатор0","Напряжение сигнала датчика температуры масла (В)- Идентификатор0","Напряжение сигнала датчика температуры охлаждающей жидкости двигателя (В)- Идентификатор0","Наработка двигателя, ч (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Обратная связь по току электрического подкачивающего насоса- Идентификатор0","Обратная связь по току электрического подкачивающего насоса- Идентификатор1","Обратная связь по току электрического подкачивающего насоса- Идентификатор144","Общее суммарное время обнаружения воды в топливе (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Отмена защитного снижения характеристик двигателя- Идентификатор0","Относительная нагрузка (Проценты)- Идентификатор0","Переключатель 1 управления фиксированными частотами вращения- Идентификатор0","Переключатель 2 управления фиксированными частотами вращения- Идентификатор0","Переключатель 3 управления фиксированными частотами вращения- Идентификатор0","Переключатель блокировки функции защитного выключения двигателя- Идентификатор0","Переключатель повышения фиксированной частоты вращения- Идентификатор0","Переключатель понижения фиксированной частоты вращения- Идентификатор0","Переключатель управления вентилятором- Идентификатор0","Подсчет включений зажигания- Идентификатор0","Подсчет выключений зажигания- Идентификатор0","Положение исполнительного клапана топливного насоса- Идентификатор0","Положение исполнительного клапана топливного насоса- Идентификатор1","Положение исполнительного клапана топливного насоса- Идентификатор144","Положение электрического подкачивающего топливного насоса- Идентификатор0","Положение электрического подкачивающего топливного насоса- Идентификатор1","Положение электрического подкачивающего топливного насоса- Идентификатор144","Процент действия педали или рычага акселератора (Проценты)- Идентификатор0","Пусковой включатель- Идентификатор0","Рабочее состояние двигателя- Идентификатор0","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор0","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор1","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор144","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор0","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор1","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор144","Реальное время модуля ECM- Идентификатор0","Реальное время модуля ECM- Идентификатор1","Реальное время модуля ECM- Идентификатор144","Режим крутящего момента- Идентификатор0","Режим управления промежуточной скоростью- Идентификатор0","Сдвоенное выходное управляющее устройство A- Идентификатор0","Сдвоенное выходное управляющее устройство B- Идентификатор0","Состояние главного датчика оборотов двигателя- Идентификатор0","Состояние главного датчика оборотов двигателя- Идентификатор1","Состояние главного датчика оборотов двигателя- Идентификатор144","Состояние главной синхронизации оборотов двигателя- Идентификатор0","Состояние главной синхронизации оборотов двигателя- Идентификатор1","Состояние главной синхронизации оборотов двигателя- Идентификатор144","Состояние желтого сигнального индикатора- Идентификатор0","Состояние защиты прогрева двигателя- Идентификатор0","Состояние красного индикатора останова- Идентификатор0","Состояние обнаружения воды в топливе- Идентификатор0","Состояние привода вентилятора- Идентификатор0","Состояние резервного датчика оборотов двигателя- Идентификатор0","Состояние резервного датчика оборотов двигателя- Идентификатор1","Состояние резервного датчика оборотов двигателя- Идентификатор144","Состояние резервной синхронизации оборотов двигателя- Идентификатор0","Состояние резервной синхронизации оборотов двигателя- Идентификатор1","Состояние резервной синхронизации оборотов двигателя- Идентификатор144","Состояние сигнала главного датчика частоты вращения двигателя- Идентификатор0","Состояние сигнала главного датчика частоты вращения двигателя- Идентификатор1","Состояние сигнала главного датчика частоты вращения двигателя- Идентификатор144","Средняя температура отработавших газов - левый ряд (расчетное значение) (°C)- Идентификатор144","Средняя температура отработавших газов - правый ряд (расчетное значение) (°C)- Идентификатор1","Средняя температура отработавших газов (расчетное значение) (°C)- Идентификатор1","Температура 2 модуля ECM (°C)- Идентификатор1","Температура 3 модуля ECM (°C)- Идентификатор144","Температура воздуха во впускном коллекторе (°C)- Идентификатор0","Температура масла (°C)- Идентификатор0","Тип датчика давления масла- Идентификатор0","Требуемые обороты при управлении промежуточной скоростью (об/мин)- Идентификатор0","Требуемый входной сигнал управления промежуточными оборотами- Идентификатор0","Управляемый расход топлива (л/час)- Идентификатор0","Управляемый расход топлива (л/час)- Идентификатор1","Управляемый расход топлива (л/час)- Идентификатор144","Уровень охлаждающей жидкости- Идентификатор0","Цепь питания датчиков 1 (В)- Идентификатор0","Цепь питания датчиков 1 (В)- Идентификатор1","Цепь питания датчиков 1 (В)- Идентификатор144","Цепь питания датчиков 2 (В)- Идентификатор0","Цепь питания датчиков 2 (В)- Идентификатор1","Цепь питания датчиков 2 (В)- Идентификатор144","Цепь питания датчиков 3 (В)- Идентификатор0","Цепь питания датчиков 3 (В)- Идентификатор1","Цепь питания датчиков 3 (В)- Идентификатор144","Цепь питания датчиков 4 (В)- Идентификатор0","Цепь питания датчиков 4 (В)- Идентификатор1","Цепь питания датчиков 4 (В)- Идентификатор144","Частота вращения двигателя (об/мин)- Идентификатор0","Частота вращения двигателя (об/мин)- Идентификатор1","Частота вращения двигателя (об/мин)- Идентификатор144","Частота вращения двигателя- Идентификатор0","Частота вращения двигателя- Идентификатор1","Частота вращения двигателя- Идентификатор144",
18-май-2026,21:09:04.551,"0,0","В норме","0,00","88,4","19020116","19020116","19020116","010925:44:58","010912:14:09","010912:01:48","909,5","Выкл.","250,6","-1,3","0,1","256,6","548","565","555","-3","0","107","-3","-5","–","77,1","41","47","47","46","168","167","152","134","170","162","181","155","169","150","162","203","152","155","256","127","46,4","46,4","46,4","Главный","Главный","Главный","733","0","733","1375,00","0,00","0,00","724","731","729","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","95","Вкл.","0,0","0,0","27,2","27,3","27,4","27,3","1,1","1,2","1,2","1,8","0,0","0,0","2,0","2,4","2,1","2,1","2,1","4,4","4,4","4,6","4,7","4,4","4,5","4,4","4,6","4,4","4,6","4,5","4,2","4,6","4,6","3,3","4,8","2,1","0,0","0,0","5,00","4,44","3,13","1,96","0,00","0,00","1,19","0,56","2,13","0,00","2,19","0,88","0,94","010877:35:47","Нет","Нет","Нет","000168:28:48","Отключение","13","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","1069","1068","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","С постоянной частотой вращения","Выкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура охлаждающей жидкости","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","165,5","170,5","164,5","45","45","45,4","79,5","Аналоговый","0","Нет","102,60","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","800","800","799","ОК","ОК","ОК",
18-май-2026,21:09:05.585,"0,0","В норме","0,00","88,4","19020116","19020116","19020116","010925:44:59","010912:14:09","010912:01:48","909,5","Выкл.","252,5","-1,3","0,1","256,6","551","565","555","-3","0","108","-4","-4","–","77,1","41","47","47","46","168","161","152","130","170","156","181","149","165","150","158","203","146","155","254","127","46,4","46,4","46,4","Главный","Главный","Главный","733","0","733","1375,00","0,00","0,00","724","724","729","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","95","Вкл.","0,0","0,0","27,3","27,3","27,4","27,3","1,1","1,2","1,2","1,8","0,0","0,0","2,0","2,4","2,1","2,1","2,1","4,4","4,5","4,6","4,8","4,4","4,6","4,4","4,6","4,5","4,6","4,5","4,2","4,6","4,6","3,3","4,8","2,1","0,0","0,0","5,00","4,44","3,13","1,95","0,00","0,00","1,19","0,56","2,19","0,00","2,19","0,88","0,94","010877:35:49","Нет","Нет","Нет","000168:28:48","Отключение","14","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","1069","1068","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","С постоянной частотой вращения","Выкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура охлаждающей жидкости","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","165,5","167,8","161,0","45","45","45,4","79,5","Аналоговый","0","Нет","81,23","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","800","800","799","ОК","ОК","ОК",
18-май-2026,21:09:06.585,"0,0","В норме","0,00","88,4","19020116","19020116","19020116","010925:44:59","010912:14:11","010912:01:48","909,5","Выкл.","252,5","-1,3","0,1","256,6","551","565","551","-3","0","108","-4","-4","–","77,1","41","47","47","46","161","161","147","130","164","156","173","149","165","146","158","198","146","150","254","125","46,4","46,4","46,4","Главный","Главный","Главный","733","0","733","1375,00","0,00","0,00","724","724","729","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","95","Вкл.","0,0","0,0","27,3","27,3","27,4","27,3","1,1","1,2","1,2","1,8","0,0","0,0","2,0","2,4","2,1","2,1","2,1","4,5","4,5","4,6","4,8","4,5","4,6","4,4","4,6","4,5","4,6","4,5","4,3","4,6","4,6","3,3","4,8","2,1","0,0","0,0","5,00","4,44","3,13","1,95","0,00","0,00","1,19","0,56","2,19","0,00","2,19","0,88","0,94","010877:35:49","Нет","Нет","Нет","000168:28:48","Отключение","14","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","1069","1068","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","С постоянной частотой вращения","Выкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура охлаждающей жидкости","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","160,0","167,8","161,0","45","45","45,4","79,5","Аналоговый","0","Нет","81,23","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","800","800","800","ОК","ОК","ОК",
18-май-2026,21:09:07.585,"0,0","В норме","0,00","88,4","19020116","19020116","19020116","010925:45:00","010912:14:12","010912:01:50","909,5","Выкл.","250,6","-1,3","0,1","256,6","551","565","551","-3","0","108","-4","-4","–","77,1","41","47","47","46","161","153","147","126","164","151","173","144","156","146","150","198","140","150","252","125","46,4","46,4","46,4","Главный","Главный","Главный","733","0","733","1375,00","0,00","0,00","724","726","729","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","95","Вкл.","0,0","0,0","27,3","27,4","27,4","27,3","1,1","1,2","1,2","1,8","0,0","0,0","2,0","2,4","2,1","2,1","2,1","4,5","4,6","4,6","4,8","4,5","4,6","4,4","4,6","4,6","4,6","4,6","4,3","4,6","4,6","3,4","4,8","2,1","0,0","0,0","5,00","4,44","3,13","1,95","0,00","0,00","1,19","0,56","2,19","0,00","2,19","0,88","0,94","010877:35:49","Нет","Нет","Нет","000168:28:48","Отключение","14","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","1069","1068","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","С постоянной частотой вращения","Выкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура охлаждающей жидкости","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","160,0","160,8","152,5","45","45","45,4","79,5","Аналоговый","0","Нет","81,23","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","800","800","800","ОК","ОК","ОК",
18-май-2026,21:09:08.585,"0,0","В норме","0,00","88,4","19020116","19020116","19020116","010925:45:00","010912:14:12","010912:01:52","909,5","Выкл.","250,6","-1,5","0,2","256,1","548","565","549","-3","0","108","-3","-4","–","77,2","41","47","47","46","156","153","143","126","159","151","166","144","156","141","150","191","140","146","252","123","46,4","46,4","46,4","Главный","Главный","Главный","733","0","733","1375,00","0,00","0,00","726","726","734","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","95","Вкл.","0,0","0,0","27,3","27,4","27,4","27,2","1,1","1,2","1,2","1,8","0,0","0,0","2,0","2,4","2,1","2,1","2,1","4,6","4,6","4,6","4,8","4,5","4,6","4,5","4,6","4,6","4,6","4,6","4,3","4,6","4,6","3,4","4,8","2,1","0,0","0,0","5,00","4,44","3,13","1,96","0,00","0,00","1,19","0,56","2,19","0,00","2,19","0,88","0,94","010877:35:51","Нет","Нет","Нет","000168:28:48","Отключение","13","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","1069","1068","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","С постоянной частотой вращения","Выкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура охлаждающей жидкости","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","155,0","160,8","152,5","45","45","45,4","79,6","Аналоговый","0","Нет","98,78","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","800","800","800","ОК","ОК","ОК",
18-май-2026,21:09:09.585,"0,0","В норме","0,00","88,4","19020116","19020116","19020116","010925:45:02","010912:14:13","010912:01:53","909,5","Выкл.","249,6","-1,5","0,2","256,1","548","565","549","-3","0","108","-3","-6","–","77,2","41","47","47","46","156","150","143","124","159","147","166","140","150","141","146","191","139","146","251","123","46,4","46,4","46,4","Главный","Главный","Главный","733","0","733","1375,00","0,00","0,00","726","724","734","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","95","Вкл.","0,0","0,0","27,3","27,3","27,4","27,2","1,1","1,2","1,2","1,8","0,0","0,0","2,0","2,4","2,1","2,1","2,1","4,6","4,6","4,6","4,8","4,5","4,6","4,5","4,6","4,6","4,6","4,6","4,3","4,7","4,6","3,4","4,8","2,1","0,0","0,0","5,00","4,44","3,13","1,96","0,00","0,00","1,19","0,56","2,19","0,00","2,19","0,88","0,94","010877:35:51","Нет","Нет","Нет","000168:28:48","Отключение","13","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","1069","1068","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","С постоянной частотой вращения","Выкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура охлаждающей жидкости","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","155,0","156,5","148,0","45","45","45,4","79,6","Аналоговый","0","Нет","98,78","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","800","791","800","ОК","ОК","ОК",
18-май-2026,21:09:10.585,"0,0","В норме","0,00","88,4","19020116","19020116","19020116","010925:45:04","010912:14:15","010912:01:53","909,5","Выкл.","249,6","-1,0","0,1","256,1","551","565","551","-3","0","107","-9","-6","–","77,2","41","47","47","46","151","150","140","124","154","147","160","140","150","138","146","185","139","142","251","121","46,4","46,4","46,4","Главный","Главный","Главный","734","0","739","1312,50","0,00","0,00","743","724","739","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","95","Вкл.","0,0","0,0","27,3","27,3","27,4","27,3","1,1","1,2","1,2","1,8","0,0","0,0","2,0","2,4","2,1","2,1","2,1","4,6","4,6","4,6","4,8","4,6","4,6","4,5","4,6","4,6","4,7","4,6","4,3","4,7","4,6","3,4","4,8","2,1","0,0","0,0","5,00","4,44","3,13","1,98","0,00","0,00","1,19","0,56","2,13","0,00","2,19","0,88","0,94","010877:35:53","Нет","Нет","Нет","000168:28:48","Отключение","29","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","1069","1068","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","С постоянной частотой вращения","Выкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура охлаждающей жидкости","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","150,5","156,5","148,0","45","45","45,4","79,6","Аналоговый","0","Нет","126,11","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","796","791","810","ОК","ОК","ОК",
