sep=,
"INSITE Professional 8.5.0.57 / Datapack 8.5.00115"
"Cummins Inc."

"Сведения по журналу данных"
,"Дата и время начала:","19-май-2026,02:19:34.007"
,"Общее время журнала:","00:01:34.4317166"
,"Имя файла исходного журнала:","C:\Users\RIMCUMMINS02\AppData\Local\Temp\\DML-20260519-021828.log"
,"Путь к месту назначения","C:\Users\RIMCUMMINS02\Desktop\Образ и LOG для ПОЛЮСА, 730-Е, NTE 200"
,"Частота выборки:","Реальное время"
,"Примечания:","730 Е № 23 19.05.26"

"Сведения о заказчике и транспортном средстве"
,"Заказчик:","RIM"
,"Номер транспортного средства:",""№29""

"Сведения о двигателе"
,"Модель:","QSK50 MCRS*******,QSK50 MCRS*******,QSK50 MCRS*******"
,"Тип системы:","QSK50/60 CM850/CM2150/CM2850 MCRS/K123M"
,"Серийный номер:","33212689"
,
" Информация ECM"
,"Номер детали для модуля ECM:","4995445|4995445|4995445"
,"Код модуля ECM:","AQ60217.24|AR60193.11|AR60194.11"
,"Версия программного обеспечения калибровки:","19020111|19020111|19020111"

"Дата","Время","Fuel Pump Oil Pressure (кПа)- Идентификатор0","Fuel Pump Oil Pressure (кПа)- Идентификатор1","Fuel Pump Oil Pressure Sensor Type- Идентификатор1","Fuel Pump Oil Pressure Sensor Voltage (В)- Идентификатор1","Атмосферное давление (кПа)- Идентификатор0","Версия программного обеспечения калибровки- Идентификатор0","Версия программного обеспечения калибровки- Идентификатор1","Версия программного обеспечения калибровки- Идентификатор144","Время работы модуля ECM (время при включенном зажигании) (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Время работы модуля ECM (время при включенном зажигании) (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор1","Время работы модуля ECM (время при включенном зажигании) (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор144","Вспомогательное давление комплектного оборудования (кПа)- Идентификатор0","Выключатель режима диагностики- Идентификатор0","Давление в предварительном масляном фильтре (кПа)- Идентификатор1","Давление во впускном коллекторе (кПа)- Идентификатор0","Давление картерных газов (кПа)- Идентификатор0","Давление масла (кПа)- Идентификатор0","Давление на входе топливного регулятора (кПа)- Идентификатор0","Давление на входе топливного регулятора (кПа)- Идентификатор1","Давление на входе топливного регулятора (кПа)- Идентификатор144","Датчик давления во впускном коллекторе 1 (кПа)- Идентификатор0","Датчик давления во впускном коллекторе 2 (кПа)- Идентификатор1","Датчик давления охлаждающей жидкости (кПа)- Идентификатор0","датчик перепада давления в масляном фильтре (расчетное значение) (кПа)- Идентификатор0","датчик перепада давления в масляном фильтре (расчетное значение) (кПа)- Идентификатор1","Датчик проверки холостого хода- Идентификатор0","Датчик температуры (°C)- Идентификатор0","Датчик температуры впускного коллектора 1 (°C)- Идентификатор0","Датчик температуры впускного коллектора 2 (°C)- Идентификатор0","Датчик температуры впускного коллектора 3 (°C)- Идентификатор0","Датчик температуры впускного коллектора 4 (°C)- Идентификатор0","Датчик температуры отработавших газов цилиндра 1 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 10 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 11 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 12 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 13 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 14 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 15 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 16 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 2 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 3 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 4 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 5 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 6 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 7 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 8 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 9 (°C)- Идентификатор144","Датчик температуры топлива (°C)- Идентификатор0","Датчик температуры топлива (°C)- Идентификатор1","Датчик температуры топлива (°C)- Идентификатор144","Датчик числа оборотов двигателя действует- Идентификатор0","Датчик числа оборотов двигателя действует- Идентификатор1","Датчик числа оборотов двигателя действует- Идентификатор144","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор0","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор1","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор144","Заданный ток привода топливного насоса (мА)- Идентификатор0","Заданный ток привода топливного насоса (мА)- Идентификатор1","Заданный ток привода топливного насоса (мА)- Идентификатор144","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор0","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор1","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор144","Измеренный ток привода топливного насоса (мА)- Идентификатор0","Измеренный ток привода топливного насоса (мА)- Идентификатор1","Измеренный ток привода топливного насоса (мА)- Идентификатор144","Исходный адрес двигателя по шине J1939- Идентификатор0","Исходный адрес двигателя по шине J1939- Идентификатор1","Исходный адрес двигателя по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Команда управления вентилятором (Проценты)- Идентификатор0","Контактный датчик давления кондиционера- Идентификатор0","Мгновенный расход топлива (л/час)- Идентификатор0","Мгновенный расход топлива через систему дозирования (л/час)- Идентификатор0","Напряжение аккумуляторной батареи (В)- Идентификатор0","Напряжение аккумуляторной батареи (В)- Идентификатор1","Напряжение аккумуляторной батареи (В)- Идентификатор144","Напряжение аккумуляторной батареи 1 (В)- Идентификатор0","Напряжение датчика давления в предварительном масляном фильтре (В)- Идентификатор1","Напряжение датчика давления во впускном коллекторе 1 (В)- Идентификатор0","Напряжение датчика давления во впускном коллекторе 2 (В)- Идентификатор1","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор0","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор1","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор144","Напряжение датчика давления охлаждающей жидкости (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 1 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 2 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 3 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 4 (В)- Идентификатор0","Напряжение датчика температуры отработавших газов цилиндра 1 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 10 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 11 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 12 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 13 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 14 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 15 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 16 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 2 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 3 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 4 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 5 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 6 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 7 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 8 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 9 (В)- Идентификатор144","Напряжение датчика температуры топлива (В)- Идентификатор0","Напряжение датчика температуры топлива (В)- Идентификатор1","Напряжение датчика температуры топлива (В)- Идентификатор144","Напряжение питания датчика положения педали или рычага акселератора (В)- Идентификатор0","Напряжение сигнала вспомогательного датчика давления комплектного оборудования (В)- Идентификатор0","Напряжение сигнала датчика атмосферного давления (В)- Идентификатор0","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор0","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор1","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор144","Напряжение сигнала датчика давления во впускном коллекторе (В)- Идентификатор0","Напряжение сигнала датчика давления картерных газов (В)- Идентификатор0","Напряжение сигнала датчика давления масла (В)- Идентификатор0","Напряжение сигнала датчика положения педали или рычага акселератора (В)- Идентификатор0","Напряжение сигнала датчика температуры воздуха во впускном коллекторе (В)- Идентификатор0","Напряжение сигнала датчика температуры масла (В)- Идентификатор0","Напряжение сигнала датчика температуры охлаждающей жидкости двигателя (В)- Идентификатор0","Наработка двигателя, ч (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Обратная связь по току электрического подкачивающего насоса- Идентификатор0","Обратная связь по току электрического подкачивающего насоса- Идентификатор1","Обратная связь по току электрического подкачивающего насоса- Идентификатор144","Общее суммарное время обнаружения воды в топливе (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Отмена защитного снижения характеристик двигателя- Идентификатор0","Относительная нагрузка (Проценты)- Идентификатор0","Переключатель 1 управления фиксированными частотами вращения- Идентификатор0","Переключатель 2 управления фиксированными частотами вращения- Идентификатор0","Переключатель 3 управления фиксированными частотами вращения- Идентификатор0","Переключатель блокировки функции защитного выключения двигателя- Идентификатор0","Переключатель повышения фиксированной частоты вращения- Идентификатор0","Переключатель понижения фиксированной частоты вращения- Идентификатор0","Переключатель управления вентилятором- Идентификатор0","Подсчет включений зажигания- Идентификатор0","Подсчет выключений зажигания- Идентификатор0","Положение исполнительного клапана топливного насоса- Идентификатор0","Положение исполнительного клапана топливного насоса- Идентификатор1","Положение исполнительного клапана топливного насоса- Идентификатор144","Положение электрического подкачивающего топливного насоса- Идентификатор0","Положение электрического подкачивающего топливного насоса- Идентификатор1","Положение электрического подкачивающего топливного насоса- Идентификатор144","Процент действия педали или рычага акселератора (Проценты)- Идентификатор0","Пусковой включатель- Идентификатор0","Рабочее состояние двигателя- Идентификатор0","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор0","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор1","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор144","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор0","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор1","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор144","Реальное время модуля ECM- Идентификатор0","Реальное время модуля ECM- Идентификатор1","Реальное время модуля ECM- Идентификатор144","Режим крутящего момента- Идентификатор0","Режим управления промежуточной скоростью- Идентификатор0","Сдвоенное выходное управляющее устройство A- Идентификатор0","Сдвоенное выходное управляющее устройство B- Идентификатор0","Состояние главного датчика оборотов двигателя- Идентификатор0","Состояние главного датчика оборотов двигателя- Идентификатор1","Состояние главного датчика оборотов двигателя- Идентификатор144","Состояние главной синхронизации оборотов двигателя- Идентификатор0","Состояние главной синхронизации оборотов двигателя- Идентификатор1","Состояние главной синхронизации оборотов двигателя- Идентификатор144","Состояние желтого сигнального индикатора- Идентификатор0","Состояние защиты прогрева двигателя- Идентификатор0","Состояние красного индикатора останова- Идентификатор0","Состояние обнаружения воды в топливе- Идентификатор0","Состояние привода вентилятора- Идентификатор0","Состояние резервного датчика оборотов двигателя- Идентификатор0","Состояние резервного датчика оборотов двигателя- Идентификатор1","Состояние резервного датчика оборотов двигателя- Идентификатор144","Состояние резервной синхронизации оборотов двигателя- Идентификатор0","Состояние резервной синхронизации оборотов двигателя- Идентификатор1","Состояние резервной синхронизации оборотов двигателя- Идентификатор144","Состояние сигнала главного датчика частоты вращения двигателя- Идентификатор0","Состояние сигнала главного датчика частоты вращения двигателя- Идентификатор1","Состояние сигнала главного датчика частоты вращения двигателя- Идентификатор144","Средняя температура отработавших газов - левый ряд (расчетное значение) (°C)- Идентификатор144","Средняя температура отработавших газов - правый ряд (расчетное значение) (°C)- Идентификатор1","Средняя температура отработавших газов (расчетное значение) (°C)- Идентификатор1","Температура 2 модуля ECM (°C)- Идентификатор1","Температура 3 модуля ECM (°C)- Идентификатор144","Температура воздуха во впускном коллекторе (°C)- Идентификатор0","Температура масла (°C)- Идентификатор0","Тип датчика давления масла- Идентификатор0","Требуемые обороты при управлении промежуточной скоростью (об/мин)- Идентификатор0","Требуемый входной сигнал управления промежуточными оборотами- Идентификатор0","Управляемый расход топлива (л/час)- Идентификатор0","Управляемый расход топлива (л/час)- Идентификатор1","Управляемый расход топлива (л/час)- Идентификатор144","Уровень охлаждающей жидкости- Идентификатор0","Цепь питания датчиков 1 (В)- Идентификатор0","Цепь питания датчиков 1 (В)- Идентификатор1","Цепь питания датчиков 1 (В)- Идентификатор144","Цепь питания датчиков 2 (В)- Идентификатор0","Цепь питания датчиков 2 (В)- Идентификатор1","Цепь питания датчиков 2 (В)- Идентификатор144","Цепь питания датчиков 3 (В)- Идентификатор0","Цепь питания датчиков 3 (В)- Идентификатор1","Цепь питания датчиков 3 (В)- Идентификатор144","Цепь питания датчиков 4 (В)- Идентификатор0","Цепь питания датчиков 4 (В)- Идентификатор1","Цепь питания датчиков 4 (В)- Идентификатор144","Частота вращения двигателя (об/мин)- Идентификатор0","Частота вращения двигателя (об/мин)- Идентификатор1","Частота вращения двигателя (об/мин)- Идентификатор144","Частота вращения двигателя- Идентификатор0","Частота вращения двигателя- Идентификатор1","Частота вращения двигателя- Идентификатор144",
19-май-2026,02:19:36.329,"391,0","391,0","Analog","0,00","89,0","19020111","19020111","19020111","036605:06:44","036607:30:59","036605:37:10","901,5","Выкл.","555,3","241,6","0,0","531,2","674","565","565","244","240","428","0","27","–","80,2","56","54","52","55","58","58","58","58","58","58","58","58","101","58","58","58","58","58","58","58","56,1","56,0","56,0","Главный","Главный","Главный","1550","0","0","1062,50","0,00","0,00","1528","1530","1555","1062,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","91","Вкл.","383,5","0,0","27,6","27,8","27,7","27,6","1,8","3,1","3,1","2,1","0,0","0,0","4,5","1,7","1,8","1,8","1,7","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","4,9","5,0","5,0","5,0","5,0","5,0","5,0","5,0","1,6","0,0","0,0","5,00","4,44","3,19","3,61","0,00","0,00","1,19","0,38","3,50","0,00","1,94","0,69","0,88","036439:24:30","Нет","Нет","Нет","000024:29:41","Отключение","100","Вкл.","Вкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","539","538","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Максимальное открытие дроссельной заслонки","15","0","0","0","0","0","Не задано","Не задано","Не задано","Ограничение крутящего момента","С постоянной частотой вращения","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","58,5","63,8","600,0","41","42","54,3","87,6","Аналоговый","1910","Переключатель 1 управления фиксированными частотами вращения","469,58","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1908","1905","1744","ОК","ОК","ОК",
19-май-2026,02:19:37.329,"391,1","391,0","Analog","0,00","88,9","19020111","19020111","19020111","036605:06:44","036607:30:59","036605:37:10","901,5","Выкл.","493,0","145,7","0,0","531,2","640","565","565","151","161","320","0","70","–","80,4","56","54","52","55","58","58","58","58","58","58","58","58","101","58","58","58","58","58","58","58","56,2","56,3","56,0","Главный","Главный","Главный","1358","0","0","1000,00","0,00","0,00","1291","1423","1555","1062,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","91","Вкл.","322,4","0,0","27,5","27,8","27,7","27,5","1,7","2,4","2,4","2,1","0,0","0,0","3,8","1,7","1,8","1,8","1,8","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","4,9","5,0","5,0","5,0","5,0","5,0","5,0","5,0","1,6","0,0","0,0","5,00","4,38","3,19","3,12","0,00","0,00","1,19","0,38","3,13","0,00","1,94","0,69","0,88","036439:24:32","Нет","Нет","Нет","000024:29:41","Отключение","99","Вкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","539","538","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Снижение мощности двигателя по составу топливовоздушной смеси","15","0","0","0","0","0","Не задано","Не задано","Не задано","Ограничение крутящего момента","С постоянной частотой вращения","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","58,5","63,8","600,0","41","42","54,2","87,9","Аналоговый","1910","Переключатель 1 управления фиксированными частотами вращения","493,31","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1612","1756","1744","ОК","ОК","ОК",
19-май-2026,02:19:38.329,"391,1","391,0","Analog","0,00","88,9","19020111","19020111","19020111","036605:06:46","036607:31:01","036605:37:12","901,5","Выкл.","493,0","145,7","0,0","496,6","640","565","565","151","161","320","0","70","–","80,4","56","54","52","55","58","58","58","58","58","58","58","58","101","58","58","58","58","58","58","58","56,2","56,3","56,3","Главный","Главный","Главный","1358","0","0","1000,00","0,00","0,00","1291","1423","1504","1062,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","91","Вкл.","322,4","0,0","27,5","27,8","27,7","27,5","1,7","2,4","2,4","2,1","0,0","0,0","3,8","1,7","1,8","1,8","1,8","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","4,9","5,0","5,0","5,0","5,0","5,0","5,0","5,0","1,6","0,0","0,0","5,00","4,38","3,19","3,12","0,00","0,00","1,19","0,38","3,13","0,00","1,94","0,69","0,88","036439:24:32","Нет","Нет","Нет","000024:29:41","Отключение","99","Вкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","539","538","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Снижение мощности двигателя по составу топливовоздушной смеси","15","0","0","0","0","0","Не задано","Не задано","Не задано","Ограничение крутящего момента","С постоянной частотой вращения","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","58,5","63,8","600,0","41","42","54,2","87,9","Аналоговый","1910","Переключатель 1 управления фиксированными частотами вращения","493,31","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1612","1756","1789","ОК","ОК","ОК",
19-май-2026,02:19:39.329,"391,0","391,0","Analog","0,00","89,0","19020111","19020111","19020111","036605:06:46","036607:31:01","036605:37:12","903,0","Выкл.","515,9","207,3","0,0","496,6","667","565","565","208","217","409","0","-4","–","80,4","56","54","52","55","58","58","58","58","58","58","58","58","101","58","58","58","58","58","58","58","56,1","56,1","56,2","Главный","Главный","Главный","1570","0","0","1062,50","0,00","0,00","1591","1562","1567","1062,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","91","Вкл.","386,9","0,0","27,5","27,8","27,7","27,6","1,7","2,8","2,9","2,1","0,0","0,0","4,4","1,7","1,8","1,8","1,7","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","4,9","5,0","5,0","5,0","5,0","5,0","5,0","5,0","1,6","0,0","0,0","5,00","4,44","3,19","3,59","0,00","0,00","1,19","0,38","3,38","0,00","1,94","0,69","0,88","036439:24:34","Нет","Нет","Нет","000024:29:41","Отключение","100","Вкл.","Вкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","539","538","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Максимальное открытие дроссельной заслонки","16","0","0","0","0","0","Не задано","Не задано","Не задано","Ограничение крутящего момента","С постоянной частотой вращения","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","58,5","63,8","600,0","41","42","54,5","87,9","Аналоговый","1910","Переключатель 1 управления фиксированными частотами вращения","430,99","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1850","1860","1866","ОК","ОК","ОК",
19-май-2026,02:19:40.329,"391,0","391,0","Analog","0,00","89,0","19020111","19020111","19020111","036605:06:48","036607:31:02","036605:37:14","901,0","Выкл.","515,9","233,4","0,0","496,6","669","565","565","238","217","417","0","-4","–","80,7","57","55","53","55","58","58","58","58","58","58","58","58","101","58","58","58","58","58","58","58","56,1","56,1","56,2","Главный","Главный","Главный","1550","0","0","1062,50","0,00","0,00","1570","1562","1567","1062,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","90","Вкл.","385,6","0,0","27,5","27,8","27,7","27,6","1,7","3,0","2,9","2,1","0,0","0,0","4,4","1,6","1,7","1,8","1,7","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","4,9","5,0","5,0","5,0","5,0","5,0","5,0","5,0","1,6","0,0","0,0","5,00","4,44","3,19","3,56","0,00","0,00","1,19","0,38","3,38","0,00","1,94","0,69","0,88","036439:24:35","Нет","Нет","Нет","000024:29:41","Отключение","100","Вкл.","Вкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","539","538","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Максимальное открытие дроссельной заслонки","15","0","0","0","0","0","Не задано","Не задано","Не задано","Ограничение крутящего момента","С постоянной частотой вращения","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","58,5","63,8","600,0","41","42","54,9","88,1","Аналоговый","1910","Переключатель 1 управления фиксированными частотами вращения","422,55","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1874","1860","1866","ОК","ОК","ОК",
19-май-2026,02:19:41.329,"391,0","391,1","Analog","0,00","89,0","19020111","19020111","19020111","036605:06:48","036607:31:02","036605:37:14","901,0","Выкл.","524,6","233,4","0,0","511,2","669","565","565","238","235","417","0","13","–","80,7","57","55","53","55","58","58","58","58","58","58","58","58","101","58","58","58","58","58","58","58","56,1","56,1","55,5","Главный","Главный","Главный","1550","0","0","1062,50","0,00","0,00","1570","1530","1538","1062,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","90","Вкл.","385,6","0,0","27,5","27,8","27,7","27,6","1,8","3,0","3,0","2,1","0,0","0,0","4,4","1,6","1,7","1,8","1,7","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","4,9","5,0","5,0","5,0","5,0","5,0","5,0","5,0","1,6","0,0","0,0","5,00","4,44","3,19","3,56","0,00","0,00","1,19","0,38","3,38","0,00","1,94","0,69","0,88","036439:24:35","Нет","Нет","Нет","000024:29:41","Отключение","100","Вкл.","Вкл.","Выкл.","Выкл.","Выкл.","Выкл.","Выкл.","539","538","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Максимальное открытие дроссельной заслонки","15","0","0","0","0","0","Не задано","Не задано","Не задано","Ограничение крутящего момента","С постоянной частотой вращения","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Вода не обнаружена","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","В допустимых пределах","В допустимых пределах","В допустимых пределах","58,5","63,8","600,0","41","42","54,9","88,1","Аналоговый","1910","Переключатель 1 управления фиксированными частотами вращения","422,55","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1874","1873","1874","ОК","ОК","ОК",
