sep=,
"INSITE Professional 8.9.0.130 / Datapack 8.9.00130"
"Cummins Inc."

"Сведения по журналу данных"
,"Дата и время начала:","21-май-2026,15:50:09.932"
,"Общее время журнала:","00:09:33.7111760"
,"Имя файла исходного журнала:","C:\Users\CF-54\AppData\Local\Temp\\DML-20260521-154833.log"
,"Путь к месту назначения","C:\Intelect\INSITE\Logs"
,"Частота выборки:","Реальное время"
,"Примечания:","197 t"

"Сведения о заказчике и транспортном средстве"
,"Заказчик:","170227104443   "
,"Номер транспортного средства:",""          ""

"Сведения о двигателе"
,"Модель:","QSK50 MCRS*******,QSK50 MCRS*******,QSK50 MCRS*******"
,"Тип системы:","QSK50/60 CM850/CM2150/CM2850 MCRS/K123M"
,"Серийный номер:","33238516"
,
" Информация ECM"
,"Номер детали для модуля ECM:","4995445|4995445|4995445"
,"Код модуля ECM:","AQ60809.08|AR60193.16|AR60194.15"
,"Версия программного обеспечения калибровки:","19020116|19020116|19020116"

"Дата","Время","EGT Sensor Type Detected- Идентификатор1","Oil Level Switch Status- Идентификатор1","Oil Level Switch Voltage (В)- Идентификатор1","Атмосферное давление (кПа)- Идентификатор0","Версия программного обеспечения калибровки- Идентификатор0","Версия программного обеспечения калибровки- Идентификатор1","Версия программного обеспечения калибровки- Идентификатор144","Время работы модуля ECM (время при включенном зажигании) (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Выключатель режима диагностики- Идентификатор0","Давление в предварительном масляном фильтре (кПа)- Идентификатор1","Давление во впускном коллекторе (кПа)- Идентификатор0","Давление картерных газов (кПа)- Идентификатор0","Давление масла (кПа)- Идентификатор0","Давление на входе топливного регулятора (Бар)- Идентификатор0","Давление на входе топливного регулятора (Бар)- Идентификатор1","Давление на входе топливного регулятора (Бар)- Идентификатор144","Датчик давления во впускном коллекторе 1 (кПа)- Идентификатор0","Датчик давления во впускном коллекторе 2 (кПа)- Идентификатор1","Датчик давления охлаждающей жидкости (кПа)- Идентификатор0","датчик перепада давления в масляном фильтре (расчетное значение) (кПа)- Идентификатор0","датчик перепада давления в масляном фильтре (расчетное значение) (кПа)- Идентификатор1","Датчик проверки холостого хода- Идентификатор0","Датчик температуры (°C)- Идентификатор0","Датчик температуры впускного коллектора 1 (°C)- Идентификатор0","Датчик температуры впускного коллектора 2 (°C)- Идентификатор0","Датчик температуры впускного коллектора 3 (°C)- Идентификатор0","Датчик температуры впускного коллектора 4 (°C)- Идентификатор0","Датчик температуры отработавших газов цилиндра 1 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 10 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 11 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 12 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 13 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 14 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 15 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 16 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 2 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 3 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 4 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 5 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 6 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 7 (°C)- Идентификатор144","Датчик температуры отработавших газов цилиндра 8 (°C)- Идентификатор1","Датчик температуры отработавших газов цилиндра 9 (°C)- Идентификатор144","Датчик температуры топлива (°C)- Идентификатор0","Датчик температуры топлива (°C)- Идентификатор1","Датчик температуры топлива (°C)- Идентификатор144","Датчик числа оборотов двигателя действует- Идентификатор0","Датчик числа оборотов двигателя действует- Идентификатор1","Датчик числа оборотов двигателя действует- Идентификатор144","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор0","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор1","Заданное давление в общем топливопроводе высокого давления (Бар)- Идентификатор144","Заданный ток привода топливного насоса (мА)- Идентификатор0","Заданный ток привода топливного насоса (мА)- Идентификатор1","Заданный ток привода топливного насоса (мА)- Идентификатор144","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор0","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор1","Измеренное давление в общем топливопроводе высокого давления (Бар)- Идентификатор144","Измеренный ток привода топливного насоса (мА)- Идентификатор0","Измеренный ток привода топливного насоса (мА)- Идентификатор1","Измеренный ток привода топливного насоса (мА)- Идентификатор144","Исходный адрес двигателя по шине J1939- Идентификатор0","Исходный адрес двигателя по шине J1939- Идентификатор1","Исходный адрес двигателя по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор0","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор1","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Исходный адрес циркулярной рассылки команды останова по шине J1939- Идентификатор144","Команда управления вентилятором (Проценты)- Идентификатор0","Контактный датчик давления кондиционера- Идентификатор0","Мгновенный расход топлива (л/час)- Идентификатор0","Мгновенный расход топлива через систему дозирования (л/час)- Идентификатор0","Напряжение аккумуляторной батареи (В)- Идентификатор0","Напряжение аккумуляторной батареи (В)- Идентификатор1","Напряжение аккумуляторной батареи (В)- Идентификатор144","Напряжение аккумуляторной батареи 1 (В)- Идентификатор0","Напряжение датчика давления в предварительном масляном фильтре (В)- Идентификатор1","Напряжение датчика давления во впускном коллекторе 1 (В)- Идентификатор0","Напряжение датчика давления во впускном коллекторе 2 (В)- Идентификатор1","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор0","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор1","Напряжение датчика давления на входе топливного регулятора (В)- Идентификатор144","Напряжение датчика давления охлаждающей жидкости (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 1 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 2 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 3 (В)- Идентификатор0","Напряжение датчика температуры впускного коллектора 4 (В)- Идентификатор0","Напряжение датчика температуры отработавших газов цилиндра 1 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 10 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 11 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 12 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 13 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 14 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 15 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 16 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 2 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 3 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 4 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 5 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 6 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 7 (В)- Идентификатор144","Напряжение датчика температуры отработавших газов цилиндра 8 (В)- Идентификатор1","Напряжение датчика температуры отработавших газов цилиндра 9 (В)- Идентификатор144","Напряжение датчика температуры топлива (В)- Идентификатор0","Напряжение датчика температуры топлива (В)- Идентификатор1","Напряжение датчика температуры топлива (В)- Идентификатор144","Напряжение питания датчика положения педали или рычага акселератора (В)- Идентификатор0","Напряжение сигнала датчика атмосферного давления (В)- Идентификатор0","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор0","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор1","Напряжение сигнала датчика давления в общем топливопроводе высокого давления (В)- Идентификатор144","Напряжение сигнала датчика давления во впускном коллекторе (В)- Идентификатор0","Напряжение сигнала датчика давления картерных газов (В)- Идентификатор0","Напряжение сигнала датчика давления масла (В)- Идентификатор0","Напряжение сигнала датчика положения педали или рычага акселератора (В)- Идентификатор0","Напряжение сигнала датчика температуры воздуха во впускном коллекторе (В)- Идентификатор0","Напряжение сигнала датчика температуры масла (В)- Идентификатор0","Напряжение сигнала датчика температуры охлаждающей жидкости двигателя (В)- Идентификатор0","Наработка двигателя, ч (ЧЧЧЧЧЧ:ММ:СС)- Идентификатор0","Обратная связь по току электрического подкачивающего насоса- Идентификатор0","Обратная связь по току электрического подкачивающего насоса- Идентификатор1","Обратная связь по току электрического подкачивающего насоса- Идентификатор144","Отмена защитного снижения характеристик двигателя- Идентификатор0","Относительная нагрузка (Проценты)- Идентификатор0","Переключатель 1 управления фиксированными частотами вращения- Идентификатор0","Переключатель 2 управления фиксированными частотами вращения- Идентификатор0","Переключатель 3 управления фиксированными частотами вращения- Идентификатор0","Переключатель блокировки функции защитного выключения двигателя- Идентификатор0","Переключатель повышения фиксированной частоты вращения- Идентификатор0","Переключатель регулировки низких холостых оборотов- Идентификатор0","Переключатель управления вентилятором- Идентификатор0","Подсчет включений зажигания- Идентификатор0","Подсчет выключений зажигания- Идентификатор0","Положение исполнительного клапана топливного насоса- Идентификатор0","Положение исполнительного клапана топливного насоса- Идентификатор1","Положение исполнительного клапана топливного насоса- Идентификатор144","Положение электрического подкачивающего топливного насоса- Идентификатор0","Положение электрического подкачивающего топливного насоса- Идентификатор1","Положение электрического подкачивающего топливного насоса- Идентификатор144","Процент действия педали или рычага акселератора (Проценты)- Идентификатор0","Пусковой включатель- Идентификатор0","Рабочее состояние двигателя- Идентификатор0","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор0","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор1","Рабочий цикл привода топливного насоса (Проценты)- Идентификатор144","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор0","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор1","Рабочий цикл электрического подкачивающего топливного насоса (Проценты)- Идентификатор144","Реальное время модуля ECM- Идентификатор0","Реальное время модуля ECM- Идентификатор1","Реальное время модуля ECM- Идентификатор144","Режим крутящего момента- Идентификатор0","Режим управления промежуточной скоростью- Идентификатор0","Сдвоенное выходное управляющее устройство A- Идентификатор0","Сдвоенное выходное управляющее устройство B- Идентификатор0","Состояние главного датчика оборотов двигателя- Идентификатор0","Состояние главного датчика оборотов двигателя- Идентификатор1","Состояние главного датчика оборотов двигателя- Идентификатор144","Состояние главной синхронизации оборотов двигателя- Идентификатор0","Состояние главной синхронизации оборотов двигателя- Идентификатор1","Состояние главной синхронизации оборотов двигателя- Идентификатор144","Состояние желтого сигнального индикатора- Идентификатор0","Состояние защиты прогрева двигателя- Идентификатор0","Состояние красного индикатора останова- Идентификатор0","Состояние привода вентилятора- Идентификатор0","Состояние резервного датчика оборотов двигателя- Идентификатор0","Состояние резервного датчика оборотов двигателя- Идентификатор1","Состояние резервного датчика оборотов двигателя- Идентификатор144","Состояние резервной синхронизации оборотов двигателя- Идентификатор0","Состояние резервной синхронизации оборотов двигателя- Идентификатор1","Состояние резервной синхронизации оборотов двигателя- Идентификатор144","Средняя температура отработавших газов - левый ряд (расчетное значение) (°C)- Идентификатор144","Средняя температура отработавших газов - правый ряд (расчетное значение) (°C)- Идентификатор1","Средняя температура отработавших газов (расчетное значение) (°C)- Идентификатор1","Температура 2 модуля ECM (°C)- Идентификатор1","Температура 3 модуля ECM (°C)- Идентификатор144","Температура воздуха во впускном коллекторе (°C)- Идентификатор0","Температура масла (°C)- Идентификатор0","Тип датчика давления масла- Идентификатор0","Требуемые обороты при управлении промежуточной скоростью (об/мин)- Идентификатор0","Требуемый входной сигнал управления промежуточными оборотами- Идентификатор0","Управляемый расход топлива (л/час)- Идентификатор0","Управляемый расход топлива (л/час)- Идентификатор1","Управляемый расход топлива (л/час)- Идентификатор144","Уровень охлаждающей жидкости- Идентификатор0","Цепь питания датчиков 1 (В)- Идентификатор0","Цепь питания датчиков 1 (В)- Идентификатор1","Цепь питания датчиков 1 (В)- Идентификатор144","Цепь питания датчиков 2 (В)- Идентификатор0","Цепь питания датчиков 2 (В)- Идентификатор1","Цепь питания датчиков 2 (В)- Идентификатор144","Цепь питания датчиков 3 (В)- Идентификатор0","Цепь питания датчиков 3 (В)- Идентификатор1","Цепь питания датчиков 3 (В)- Идентификатор144","Цепь питания датчиков 4 (В)- Идентификатор0","Цепь питания датчиков 4 (В)- Идентификатор1","Цепь питания датчиков 4 (В)- Идентификатор144","Частота вращения двигателя (об/мин)- Идентификатор0","Частота вращения двигателя (об/мин)- Идентификатор1","Частота вращения двигателя (об/мин)- Идентификатор144","Частота вращения двигателя- Идентификатор0","Частота вращения двигателя- Идентификатор1","Частота вращения двигателя- Идентификатор144",
21-май-2026,15:50:14.244,"Thermocouple","В норме","0,00","89,5","19020116","19020116","19020116","003605:32:02","Выкл.","478,6","64,9","0,0","514,3","6,6","5,6","6,5","64","54","282","21","32","–","80,9","49","49","48","48","375","338","370","350","367","357","410","402","396","342","382","394","398","346","299","301","31,1","31,1","31,2","Главный","Главный","Главный","1232","0","1268","1312,50","0,00","0,00","1247","1110","1281","1312,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","79","Вкл.","0,0","0,0","27,7","27,7","27,8","27,6","1,6","1,7","1,6","2,1","0,0","0,0","3,3","2,0","2,0","2,0","2,0","2,1","1,9","2,1","1,9","2,1","2,0","2,3","2,2","2,2","1,9","2,1","2,2","2,2","1,9","1,7","1,7","2,9","0,0","0,0","5,00","3,19","3,02","0,00","0,00","1,19","0,50","3,19","0,00","1,63","0,69","0,88","003583:49:50","Нет","Нет","Нет","Отключение","40","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","18","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","363,5","365,0","367,5","68","67","48,4","88,5","Аналоговый","0","Нет","135,45","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1544","1530","1538","ОК","ОК","ОК",
21-май-2026,15:50:15.244,"Thermocouple","В норме","0,00","89,5","19020116","19020116","19020116","003605:32:02","Выкл.","478,6","64,9","0,0","514,3","6,6","5,6","6,6","64","54","282","21","32","–","80,9","49","49","48","48","374","338","369","350","367","357","411","402","396","342","382","396","398","345","299","301","31,1","31,1","31,1","Главный","Главный","Главный","1232","0","1032","1312,50","0,00","0,00","1247","1110","1039","1312,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","79","Вкл.","0,0","0,0","27,7","27,7","27,9","27,6","1,6","1,7","1,6","2,1","0,0","0,0","3,3","2,0","2,0","2,0","2,0","2,1","1,9","2,1","1,9","2,1","2,0","2,3","2,2","2,2","1,9","2,1","2,2","2,2","1,9","1,7","1,7","2,9","0,0","0,0","5,00","3,19","3,02","0,00","0,00","1,19","0,50","3,19","0,00","1,63","0,69","0,88","003583:49:50","Нет","Нет","Нет","Отключение","40","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","18","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","363,0","365,0","367,5","68","67","48,4","88,5","Аналоговый","0","Нет","135,45","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","1544","1530","1496","ОК","ОК","ОК",
21-май-2026,15:50:16.244,"Thermocouple","В норме","0,00","89,4","19020116","19020116","19020116","003605:32:04","Выкл.","419,9","37,2","0,0","514,3","6,6","5,6","6,6","35","25","255","37","-3","–","80,9","48","48","48","48","374","337","369","349","367","355","411","401","395","342","382","396","397","345","298","301","31,1","31,1","31,1","Главный","Главный","Главный","1032","0","1032","1437,50","0,00","0,00","1042","1044","1039","1437,50","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","80","Вкл.","0,0","0,0","27,7","27,8","27,9","27,8","1,5","1,4","1,4","2,1","0,0","0,0","3,1","2,0","2,0","2,0","2,0","2,1","1,9","2,1","1,9","2,1","2,0","2,3","2,2","2,2","1,9","2,1","2,2","2,2","1,9","1,7","1,7","2,9","0,0","0,0","5,00","3,19","2,60","0,00","0,00","1,19","0,50","3,00","0,00","1,63","0,69","0,88","003583:49:52","Нет","Нет","Нет","Отключение","4","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","363,0","365,0","367,5","68","67","48,3","88,6","Аналоговый","0","Нет","40,61","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00","1452","1394","1496","ОК","ОК","ОК",
21-май-2026,15:50:17.244,"Thermocouple","В норме","0,00","89,4","19020116","19020116","19020116","003605:32:04","Выкл.","419,9","21,2","0,0","514,3","6,5","5,6","6,5","21","25","233","4","-3","–","80,9","48","48","48","48","372","337","368","349","366","355","410","401","395","342","382","395","397","344","298","301","31,0","31,1","31,0","Главный","Главный","Главный","1051","0","1045","1375,00","0,00","0,00","1054","1044","1042","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","80","Вкл.","0,0","0,0","27,8","27,8","27,9","27,8","1,5","1,4","1,4","2,1","0,0","0,0","3,0","2,0","2,0","2,0","2,0","2,1","1,9","2,1","1,9","2,0","2,0","2,3","2,2","2,2","1,9","2,1","2,2","2,2","1,9","1,7","1,7","2,9","0,0","0,0","5,00","3,19","2,60","0,00","0,00","1,19","0,44","2,94","0,00","1,63","0,69","0,88","003583:49:53","Нет","Нет","Нет","Отключение","15","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","363,0","365,0","367,5","68","67","48,2","88,6","Аналоговый","0","Нет","72,00","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00","1392","1394","1389","ОК","ОК","ОК",
21-май-2026,15:50:18.244,"Thermocouple","В норме","0,00","89,4","19020116","19020116","19020116","003605:32:05","Выкл.","435,1","21,2","0,0","514,3","6,5","5,6","6,6","21","16","233","4","26","–","80,9","48","48","48","48","360","329","356","339","355","342","398","390","386","335","371","386","384","336","294","298","31,0","31,0","31,0","Главный","Главный","Главный","1051","0","1053","1375,00","0,00","0,00","1054","1061","1066","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","80","Вкл.","0,0","0,0","27,8","27,8","27,9","27,8","1,6","1,4","1,3","2,1","0,0","0,0","3,0","2,0","2,0","2,0","2,0","2,0","1,8","1,9","1,9","1,9","1,9","2,2","2,1","2,1","1,9","2,1","2,1","2,1","1,9","1,7","1,7","2,9","0,0","0,0","5,00","3,19","2,60","0,00","0,00","1,19","0,44","2,94","0,00","1,63","0,69","0,88","003583:49:53","Нет","Нет","Нет","Отключение","15","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","357,8","360,8","362,3","68","67","48,2","88,6","Аналоговый","0","Нет","72,00","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00","1392","1399","1400","ОК","ОК","ОК",
21-май-2026,15:50:19.244,"Thermocouple","В норме","0,00","89,4","19020116","19020116","19020116","003605:32:07","Выкл.","435,1","15,1","0,0","514,3","6,5","5,6","6,6","15","16","241","6","26","–","81,1","48","48","48","48","360","329","356","339","355","342","398","390","386","335","371","386","384","336","294","298","31,0","31,0","31,0","Главный","Главный","Главный","1052","0","1053","1375,00","0,00","0,00","1061","1061","1066","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","81","Вкл.","0,0","0,0","27,8","27,8","27,9","27,8","1,6","1,3","1,3","2,1","0,0","0,0","3,0","2,0","2,0","2,0","2,0","2,0","1,8","1,9","1,9","1,9","1,9","2,2","2,1","2,1","1,9","2,1","2,1","2,1","1,9","1,7","1,7","2,9","0,0","0,0","5,00","3,19","2,63","0,00","0,00","1,19","0,44","2,81","0,00","1,63","0,69","0,88","003583:49:55","Нет","Нет","Нет","Отключение","15","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","357,8","360,8","362,3","68","67","48,2","88,6","Аналоговый","0","Нет","68,29","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00","1399","1399","1400","ОК","ОК","ОК",
21-май-2026,15:50:20.244,"Thermocouple","В норме","0,00","89,4","19020116","19020116","19020116","003605:32:07","Выкл.","430,9","15,1","0,0","413,3","6,5","5,6","6,2","15","13","241","6","18","–","81,1","48","48","48","48","342","316","339","324","338","326","381","375","371","322","354","370","366","323","287","292","31,0","31,0","30,9","Главный","Главный","Главный","1052","0","1150","1375,00","0,00","0,00","1061","1051","1069","1375,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","81","Вкл.","0,0","0,0","27,8","27,8","27,8","27,8","1,5","1,3","1,3","2,1","0,0","0,0","3,0","2,0","2,0","2,0","2,0","1,9","1,8","1,9","1,8","1,9","1,8","2,1","2,1","2,1","1,8","1,9","2,0","2,0","1,8","1,6","1,6","2,9","0,0","0,0","5,00","3,19","2,63","0,00","0,00","1,19","0,44","2,81","0,00","1,63","0,69","0,88","003583:49:55","Нет","Нет","Нет","Отключение","15","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Частота вращения, передаваемая по каналу связи","19","0","0","0","0","0","Не задано","Не задано","Не задано","Регулятор механизма отбора мощности","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","344,8","347,3","347,3","67","67","48,2","88,6","Аналоговый","0","Нет","68,29","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00","1399","1385","1382","ОК","ОК","ОК",
21-май-2026,15:50:21.461,"Thermocouple","В норме","0,00","89,4","19020116","19020116","19020116","003605:32:09","Выкл.","458,5","16,5","0,0","413,3","6,0","5,6","6,2","18","23","236","8","45","–","81,1","48","48","48","48","342","304","339","310","338","314","381","362","357","322","340","370","350","323","280","292","30,9","30,9","30,9","Главный","Главный","Главный","1328","0","1150","1250,00","0,00","0,00","1262","1572","1069","1250,00","0,00","0,00","0","1","144","0","0","0","0","0","0","0","0","0","81","Вкл.","0,0","0,0","27,8","27,8","27,8","27,8","1,6","1,3","1,4","1,9","0,0","0,0","3,0","2,0","2,0","2,0","2,0","1,9","1,7","1,9","1,8","1,9","1,8","2,1","2,0","1,9","1,8","1,9","2,0","1,9","1,8","1,6","1,6","2,9","0,0","0,0","5,00","3,19","3,05","0,00","0,00","1,19","0,44","2,94","0,00","1,63","0,69","0,88","003583:49:57","Нет","Нет","Нет","Отключение","49","Выкл.","Выкл.","Выкл.","Вкл.","Выкл.","Отказ переключателя","Выкл.","457","456","Закрыто","Разомкнут","Разомкнут","Выкл.","Выкл.","Выкл.","0","Вкл.","Снижение мощности двигателя по составу топливовоздушной смеси","17","0","0","0","0","0","Не задано","Не задано","Не задано","Ограничение крутящего момента","Не определено","Вкл.","Выкл.","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","Выкл.","Неактивно","Выкл.","Температура во впускном коллекторе","Допустимый сигнал","Допустимый сигнал","Допустимый сигнал","Синхронизация поддерживается","Синхронизация поддерживается","Синхронизация поддерживается","344,8","332,8","331,5","67","67","48,2","88,9","Аналоговый","0","Нет","264,26","0,00","0,00","Нормальный","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00","1387","1465","1382","ОК","ОК","ОК",
