Год,Месяц,Скорость груженым,"Тонн ГМ на единицу оборудования в год, т",Средний грузооборот на единицу АС,"Средняя загрузка АС, т",Модель оборудования,Имя оборудования,Id Equip
2024,Август 2024,14.28,2666375.63,743017.32,178.59566246056778,NHL NTE200,NHL NTE200_46,1418
2024,Август 2024,14.72,2505324.68,795782.78,177.02246256239607,NHL NTE200,NHL NTE200_47,1419
2024,Август 2024,14.84,2582112.44,803797.14,178.43995117982112,NHL NTE200,NHL NTE200_48,1420
2024,Август 2024,14.99,2625331.97,804300.56,179.52769726248002,NHL NTE200,NHL NTE200_49,1445
2024,Август 2024,14.38,2449097.02,749183.02,171.05715460526307,NHL NTE200,NHL NTE200_50,1446
2024,Август 2024,14.9,2661617.68,792763.52,179.9802547770701,NHL NTE200,NHL NTE200_51,1447
2024,Август 2024,15.23,2847654.65,786186.49,179.15229629629636,NHL NTE200,NHL NTE200_52,1448
2024,Август 2024,14.79,2572747.24,776806.8,177.93754071661218,NHL NTE200,NHL NTE200_53,1449
2024,Август 2024,15.02,2628900.73,788879.91,177.90956175298777,NHL NTE200,NHL NTE200_54,1450
2024,Август 2024,14.77,2560923.6,731819.93,178.13521703521758,NHL NTE200,NHL NTE200_55,1481
2024,Август 2024,,1881210,47387.62,186,NHL NTE200,NHL NTE200_56,1490
2024,Август 2024,,2038890,33784.62,186,NHL NTE200,NHL NTE200_57,1491
2024,Август 2024,,2100210,52876.35,186,NHL NTE200,NHL NTE200_58,1496
2024,Август 2024,,1990710,55118.63,186,NHL NTE200,NHL NTE200_59,1497
2024,Август 2024,,2023560,50357.49,186,NHL NTE200,NHL NTE200_60,1498
2024,Август 2024,,1960050,37101.63,186,NHL NTE200,NHL NTE200_61,1499
2024,Август 2024,,2027940,31759.4,186,NHL NTE200,NHL NTE200_62,1533
2024,Сентябрь 2024,15.46,3075514.33,829460.18,183.94610778443115,KOMATSU 730-E,730E_13,501
2024,Сентябрь 2024,14.66,2889619.83,807288.12,183.50712025316454,KOMATSU 730-E,730E_14,502
2024,Сентябрь 2024,14.87,2697727.17,812550.75,180.76043405676126,KOMATSU 730-E,730E_15,503
2024,Сентябрь 2024,15.05,3100285.67,822980.29,184.36607142857142,KOMATSU 730-E,730E_16,504
2024,Сентябрь 2024,14.69,2896506.17,850021.64,184.24041533546327,KOMATSU 730-E,730E_17,505
2024,Сентябрь 2024,14.51,2945452.67,813988.78,185.67619047619047,KOMATSU 730-E,730E_18,506
2024,Сентябрь 2024,15.17,2787845.67,847026.22,183.39817123857023,KOMATSU 730-E,730E_19,507
2024,Сентябрь 2024,14.66,2851927.5,811870.58,182.0408981555734,KOMATSU 730-E,730E_20,508
2024,Сентябрь 2024,16.15,3143051.5,824633.99,184.11127272727273,KOMATSU 730-E,730E_21,509
2024,Сентябрь 2024,15.01,2953653,849064.11,183.89009287925697,KOMATSU 730-E,730E_22,510
2024,Сентябрь 2024,14.88,3035972.67,818291.89,180.72106824925817,KOMATSU 730-E,730E_23,511
2024,Сентябрь 2024,13.78,2713775,825735.99,184.94871794871796,KOMATSU 730-E,730E_24,512
2024,Сентябрь 2024,15.54,3173334.33,836300.29,184.24780701754386,KOMATSU 730-E,730E_25,513
2024,Сентябрь 2024,14.32,2756443.5,805671.57,182.79052369077306,KOMATSU 730-E,730E_26,514
2024,Сентябрь 2024,14.19,2745043.33,818287.21,182.92397660818713,KOMATSU 730-E,730E_27,515
2024,Сентябрь 2024,15.24,3074735.67,857835.71,184.31104432757326,KOMATSU 730-E,730E_28,516
2024,Сентябрь 2024,14.13,2968362.5,800197.78,183.24941905499614,KOMATSU 730-E,730E_29,517
2024,Сентябрь 2024,14.98,2805049.33,801938.75,177.22071713147412,KOMATSU 730-E,730E_37,864
2024,Сентябрь 2024,15.64,2910558.67,898414.03,189.5760065735415,KOMATSU 730-E,730E_38,865
2024,Сентябрь 2024,14.98,2818785.5,812459.72,181.62590506838293,KOMATSU 730-E,730E_39,866
2024,Сентябрь 2024,14.69,2723958.5,826027.77,184.552290406223,KOMATSU 730-E,730E_40,867
2024,Сентябрь 2024,14.99,3050706.5,858188.75,184.77173091458806,KOMATSU 730-E,730E_41,868
2024,Сентябрь 2024,14.44,2702726.45,807422.63,180.01820448877783,NHL NTE200,NHL NTE200_43,1415
2024,Сентябрь 2024,14.53,2569963.78,831830.05,184.28333333333364,NHL NTE200,NHL NTE200_44,1416
2024,Сентябрь 2024,14.55,2637340.35,814246.89,181.15889361702156,NHL NTE200,NHL NTE200_45,1417
2024,Сентябрь 2024,14.26,2558210.78,746366.06,181.32972735268223,NHL NTE200,NHL NTE200_46,1418
2024,Сентябрь 2024,14.36,2570893.32,839460.9,183.04628318584074,NHL NTE200,NHL NTE200_47,1419
2024,Сентябрь 2024,14.29,2579324.82,810603.42,180.6781223083548,NHL NTE200,NHL NTE200_48,1420
2024,Сентябрь 2024,14.45,2705270.5,807339.54,181.39832635983254,NHL NTE200,NHL NTE200_49,1445
2024,Сентябрь 2024,14.22,2395025.37,767869.85,172.93978300180828,NHL NTE200,NHL NTE200_50,1446
2024,Сентябрь 2024,14.28,2259117.62,793336.14,178.94701273261492,NHL NTE200,NHL NTE200_51,1447
2024,Сентябрь 2024,14.88,2695818.22,817881.59,181.50386879730866,NHL NTE200,NHL NTE200_52,1448
2024,Сентябрь 2024,14.21,2662420.72,793477.5,177.36881270903032,NHL NTE200,NHL NTE200_53,1449
2024,Сентябрь 2024,14.55,2488212.3,822234.45,180.80561085972855,NHL NTE200,NHL NTE200_54,1450
2024,Сентябрь 2024,14.1,2507167.97,684378.84,178.8159498207884,NHL NTE200,NHL NTE200_55,1481
2024,Сентябрь 2024,14.72,2452136.92,544886.56,186.64709851551933,NHL NTE200,NHL NTE200_56,1490
2024,Сентябрь 2024,14.81,2462285.13,528149.75,185.768085106383,NHL NTE200,NHL NTE200_57,1491
2024,Сентябрь 2024,14.67,2538195.4,532418.86,184.49086294416264,NHL NTE200,NHL NTE200_58,1496
2024,Сентябрь 2024,14.83,2495359.98,542205.71,180.48870558375646,NHL NTE200,NHL NTE200_59,1497
2024,Сентябрь 2024,14.66,2544605.49,613859.48,185.15334928229683,NHL NTE200,NHL NTE200_60,1498
2024,Сентябрь 2024,14.83,2599729.09,666079.77,182.46193548387097,NHL NTE200,NHL NTE200_61,1499
2024,Сентябрь 2024,14.67,2377029.93,624440.87,179.56160919540238,NHL NTE200,NHL NTE200_62,1533
2024,Октябрь 2024,16.28,2950024.19,912825.03,183.28205128205127,KOMATSU 730-E,730E_13,501
2024,Октябрь 2024,15.84,2713068.55,887949.07,183.16480891719746,KOMATSU 730-E,730E_14,502
2024,Октябрь 2024,16.23,3005115.65,919705.92,181.7824536376605,KOMATSU 730-E,730E_15,503
2024,Октябрь 2024,15.54,2885572.26,890410.31,183.30037453183522,KOMATSU 730-E,730E_16,504
2024,Октябрь 2024,15.22,781676.94,886817.67,183.90304709141273,KOMATSU 730-E,730E_17,505
2024,Октябрь 2024,15.7,3153482.26,902843.71,184.07432897453543,KOMATSU 730-E,730E_18,506
2024,Октябрь 2024,16.69,3194680.16,935248.34,184.70279481935924,KOMATSU 730-E,730E_19,507
2024,Октябрь 2024,16.15,3264936.77,890632.69,183.39470198675497,KOMATSU 730-E,730E_20,508
2024,Октябрь 2024,19.89,4226888.39,806902.78,184.85861713106294,KOMATSU 730-E,730E_21,509
2024,Октябрь 2024,16.43,3145405.16,918300.37,182.9753424657534,KOMATSU 730-E,730E_22,510
2024,Октябрь 2024,15.37,2812407.42,887088.95,181.23065250379364,KOMATSU 730-E,730E_23,511
2024,Октябрь 2024,14.85,2790107.1,908425.84,184.5538221528861,KOMATSU 730-E,730E_24,512
2024,Октябрь 2024,16.17,3127861.61,924751.44,184.61014593467686,KOMATSU 730-E,730E_25,513
2024,Октябрь 2024,16.45,3303497.26,888865.09,184.34276315789472,KOMATSU 730-E,730E_26,514
2024,Октябрь 2024,14.97,2885325,908269.8,182.46835443037975,KOMATSU 730-E,730E_27,515
2024,Октябрь 2024,16.02,3421392.26,912428.32,184.37992376111816,KOMATSU 730-E,730E_28,516
2024,Октябрь 2024,15.76,3190370.81,898653.77,182.9539607312119,KOMATSU 730-E,730E_29,517
2024,Октябрь 2024,17.06,3206371.94,875661.78,177.16742671009771,KOMATSU 730-E,730E_37,864
2024,Октябрь 2024,16.8,3316696.13,974485.59,188.05354752342703,KOMATSU 730-E,730E_38,865
2024,Октябрь 2024,16.87,2959278.71,878508.86,179.77507163323781,KOMATSU 730-E,730E_39,866
2024,Октябрь 2024,15.4,2665324.19,907766.74,184.94271685761046,KOMATSU 730-E,730E_40,867
2024,Октябрь 2024,16.32,3160346.61,938638.06,184.85724137931035,KOMATSU 730-E,730E_41,868
2024,Октябрь 2024,15.78,2814911.79,932923.89,182.63404743687855,NHL NTE200,NHL NTE200_43,1415
2024,Октябрь 2024,15.79,2854393.02,942476.01,182.40294339622642,NHL NTE200,NHL NTE200_44,1416
2024,Октябрь 2024,16.07,2849334.82,901263.61,178.84996299037752,NHL NTE200,NHL NTE200_45,1417
2024,Октябрь 2024,15.33,2855420.9,858112.49,180.95892053973026,NHL NTE200,NHL NTE200_46,1418
2024,Октябрь 2024,15.67,2993320.26,894707.7,181.70838709677423,NHL NTE200,NHL NTE200_47,1419
2024,Октябрь 2024,16,2841658.05,893940.42,181.86427492447126,NHL NTE200,NHL NTE200_48,1420
2024,Октябрь 2024,15.68,3054636.73,893210.44,184.78269230769217,NHL NTE200,NHL NTE200_49,1445
2024,Октябрь 2024,15.68,2760479.3,834813.85,170.54907142857147,NHL NTE200,NHL NTE200_50,1446
2024,Октябрь 2024,15.37,2956447.02,884542.2,181.8154459753443,NHL NTE200,NHL NTE200_51,1447
2024,Октябрь 2024,16.63,3069708.87,910979.42,181.80377094972062,NHL NTE200,NHL NTE200_52,1448
2024,Октябрь 2024,15.5,2822149.39,876299.21,174.68423357664244,NHL NTE200,NHL NTE200_53,1449
2024,Октябрь 2024,16.05,2915761.29,914019.74,179.4397677793904,NHL NTE200,NHL NTE200_54,1450
2024,Октябрь 2024,15.09,2852915.35,823050.11,181.07826086956516,NHL NTE200,NHL NTE200_55,1481
2024,Октябрь 2024,15.85,2865908.18,882184.17,183.6990929705219,NHL NTE200,NHL NTE200_56,1490
2024,Октябрь 2024,15.75,2934285.63,889159.61,184.87633531157263,NHL NTE200,NHL NTE200_57,1491
2024,Октябрь 2024,15.29,2734702.45,848536.52,182.16658823529417,NHL NTE200,NHL NTE200_58,1496
2024,Октябрь 2024,16.17,2847485.1,842397.22,178.21753868828335,NHL NTE200,NHL NTE200_59,1497
2024,Октябрь 2024,15.28,2865430.15,882917.53,180.66416356877306,NHL NTE200,NHL NTE200_60,1498
2024,Октябрь 2024,15.65,2928054.73,896395.27,181.24970802919714,NHL NTE200,NHL NTE200_61,1499
2024,Октябрь 2024,15.19,2916241.68,905018.03,180.5173722627737,NHL NTE200,NHL NTE200_62,1533
2024,Ноябрь 2024,17.22,3226490.5,991322.92,183.77754677754677,KOMATSU 730-E,730E_13,501
2024,Ноябрь 2024,16.61,2964274.5,940921.76,183.46310240963857,KOMATSU 730-E,730E_14,502
2024,Ноябрь 2024,16.73,2878426.5,958393.35,181.56792018419034,KOMATSU 730-E,730E_15,503
2024,Ноябрь 2024,16.59,2915924.17,949785.52,182.1162613981763,KOMATSU 730-E,730E_16,504
2024,Ноябрь 2024,16.6,1878874,909033.26,179.77648428405124,KOMATSU 730-E,730E_17,505
2024,Ноябрь 2024,16.56,3161654.33,966059.57,183.90799716914367,KOMATSU 730-E,730E_18,506
2024,Ноябрь 2024,17.24,3153222.83,983051.71,182.8997882851094,KOMATSU 730-E,730E_19,507
2024,Ноябрь 2024,16.64,3162968.33,958129.98,182.81997187060477,KOMATSU 730-E,730E_20,508
2024,Ноябрь 2024,19.85,2907006,890233.6,173.51633986928104,KOMATSU 730-E,730E_21,509
2024,Ноябрь 2024,17.54,3325551.5,979305.65,182.5871743486974,KOMATSU 730-E,730E_22,510
2024,Ноябрь 2024,16.25,2945744.67,944205.31,180.27997021593447,KOMATSU 730-E,730E_23,511
2024,Ноябрь 2024,16.2,2911860.5,960997.89,184.24249422632795,KOMATSU 730-E,730E_24,512
2024,Ноябрь 2024,16.74,2871576.67,951746.65,183.67315175097275,KOMATSU 730-E,730E_25,513
2024,Ноябрь 2024,16.67,2954066.67,946216.3,184.49848024316108,KOMATSU 730-E,730E_26,514
2024,Ноябрь 2024,16.05,2948202.33,966767.81,182.88150943396226,KOMATSU 730-E,730E_27,515
2024,Ноябрь 2024,15.99,3157773.17,947265.66,183.03455571227082,KOMATSU 730-E,730E_28,516
2024,Ноябрь 2024,16.34,2895593.67,948172.51,181.9525993883792,KOMATSU 730-E,730E_29,517
2024,Ноябрь 2024,17.8,3187532.83,942797.96,176.42356902356903,KOMATSU 730-E,730E_37,864
2024,Ноябрь 2024,17.18,3194808.5,1006516.6,187.42826552462526,KOMATSU 730-E,730E_38,865
2024,Ноябрь 2024,17.58,998056,800524.76,179.50109409190372,KOMATSU 730-E,730E_39,866
2024,Ноябрь 2024,16.59,2763110.83,975451.14,184.03970826580226,KOMATSU 730-E,730E_40,867
2024,Ноябрь 2024,16.9,2957363.83,978136.75,184.00529901589704,KOMATSU 730-E,730E_41,868
2024,Ноябрь 2024,17.55,3283552.17,954675.95,183.46770904146794,NHL NTE200,NHL NTE200_43,1415
2024,Ноябрь 2024,17.14,3083483.5,948905.08,182.06681034482747,NHL NTE200,NHL NTE200_44,1416
2024,Ноябрь 2024,17.3,3064884.32,925545.25,179.29416370106745,NHL NTE200,NHL NTE200_45,1417
2024,Ноябрь 2024,16.57,3110289.1,884202.79,183.78159597411948,NHL NTE200,NHL NTE200_46,1418
2024,Ноябрь 2024,16.53,2849780.08,916756.1,180.1757692307692,NHL NTE200,NHL NTE200_47,1419
2024,Ноябрь 2024,17.09,3022838.75,941991.55,181.2199124726478,NHL NTE200,NHL NTE200_48,1420
2024,Ноябрь 2024,17.11,3290573.55,948875.38,186.00969738651992,NHL NTE200,NHL NTE200_49,1445
2024,Ноябрь 2024,16.68,2959321.45,910594.1,178.84698529411767,NHL NTE200,NHL NTE200_50,1446
2024,Ноябрь 2024,16.78,3213379.7,924958.79,184.051149825784,NHL NTE200,NHL NTE200_51,1447
2024,Ноябрь 2024,18.19,3275248.42,952013.29,183.7532423208189,NHL NTE200,NHL NTE200_52,1448
2024,Ноябрь 2024,16.87,2941312.35,887314.36,174.17269452449554,NHL NTE200,NHL NTE200_53,1449
2024,Ноябрь 2024,17.84,3181706.22,935371.34,178.26182685753224,NHL NTE200,NHL NTE200_54,1450
2024,Ноябрь 2024,16.87,2756330.35,801054.87,182.25880933226065,NHL NTE200,NHL NTE200_55,1481
2024,Ноябрь 2024,16.79,3213882.18,940976.69,185.5018960674154,NHL NTE200,NHL NTE200_56,1490
2024,Ноябрь 2024,16.99,3096338.8,935038.36,183.61731601731614,NHL NTE200,NHL NTE200_57,1491
2024,Ноябрь 2024,17.07,2893346.48,895530.86,182.22934865900388,NHL NTE200,NHL NTE200_58,1496
2024,Ноябрь 2024,17.43,3267720.9,916203.53,178.45833887043196,NHL NTE200,NHL NTE200_59,1497
2024,Ноябрь 2024,17.19,3296269.98,925854.34,180.6175333333333,NHL NTE200,NHL NTE200_60,1498
2024,Ноябрь 2024,17.16,3354441.25,930389.1,183.31615691489412,NHL NTE200,NHL NTE200_61,1499
2024,Ноябрь 2024,16.88,3352660.05,952665.4,182.97549800796824,NHL NTE200,NHL NTE200_62,1533
2024,Декабрь 2024,17.7,3206725.16,1035153.55,184.39457627118645,KOMATSU 730-E,730E_13,501
2024,Декабрь 2024,17.24,3085085.97,1013670.79,185.56808510638297,KOMATSU 730-E,730E_14,502
2024,Декабрь 2024,17.23,3111071.61,1032350.44,182.22237569060775,KOMATSU 730-E,730E_15,503
2024,Декабрь 2024,16.91,3278265.16,1011300.26,184.02250165453341,KOMATSU 730-E,730E_16,504
2024,Декабрь 2024,16.66,2955263.71,998859.18,183.47587719298247,KOMATSU 730-E,730E_17,505
2024,Декабрь 2024,16.81,3266043.55,1022368.57,184.67914438502675,KOMATSU 730-E,730E_18,506
2024,Декабрь 2024,16.97,2804554.03,1031501.1,183.93271461716938,KOMATSU 730-E,730E_19,507
2024,Декабрь 2024,16.2,3034033.06,993340.2,183.40569395017795,KOMATSU 730-E,730E_20,508
2024,Декабрь 2024,16.75,3284552.58,999954.69,184.13218770654328,KOMATSU 730-E,730E_21,509
2024,Декабрь 2024,17.77,3170625.48,1037199.11,183.93852459016392,KOMATSU 730-E,730E_22,510
2024,Декабрь 2024,16.35,3102182.1,1007904.72,181.32022084195998,KOMATSU 730-E,730E_23,511
2024,Декабрь 2024,15.96,2563536.29,994660.08,184.82538330494037,KOMATSU 730-E,730E_24,512
2024,Декабрь 2024,17.09,2874210.16,1008321.45,185.21352583586625,KOMATSU 730-E,730E_25,513
2024,Декабрь 2024,17.1,3146453.06,1027230.17,184.04212707182322,KOMATSU 730-E,730E_26,514
2024,Декабрь 2024,16.07,2682031.77,974132.17,183.99432739059966,KOMATSU 730-E,730E_27,515
2024,Декабрь 2024,16.05,3166115.97,1001057.25,184.4320054945055,KOMATSU 730-E,730E_28,516
2024,Декабрь 2024,16.38,3158827.74,991605.72,184.0082304526749,KOMATSU 730-E,730E_29,517
2024,Декабрь 2024,17.29,2789965.81,998950.26,177.33933933933935,KOMATSU 730-E,730E_37,864
2024,Декабрь 2024,17.53,3150562.26,1051341.12,188.44774011299435,KOMATSU 730-E,730E_38,865
2024,Декабрь 2024,17.74,2451775.65,994034.29,176.00592718035563,KOMATSU 730-E,730E_39,866
2024,Декабрь 2024,16.05,2970805.65,1026060.49,185.5272861356932,KOMATSU 730-E,730E_40,867
2024,Декабрь 2024,17.02,3194527.1,1025702.88,184.065306122449,KOMATSU 730-E,730E_41,868
2024,Декабрь 2024,17.32,3177181.35,991747.21,181.84129554655843,NHL NTE200,NHL NTE200_43,1415
2024,Декабрь 2024,17.17,3166131.27,996441.2,181.58178740690587,NHL NTE200,NHL NTE200_44,1416
2024,Декабрь 2024,16.94,2932913.94,945363.79,178.7018759018756,NHL NTE200,NHL NTE200_45,1417
2024,Декабрь 2024,16.37,3285390.9,916632.04,183.2210387902694,NHL NTE200,NHL NTE200_46,1418
2024,Декабрь 2024,16.17,2968612.11,958631.54,182.56965966690805,NHL NTE200,NHL NTE200_47,1419
2024,Декабрь 2024,16.81,3094401.71,980197.02,182.26995827538246,NHL NTE200,NHL NTE200_48,1420
2024,Декабрь 2024,16.87,2685148.4,1001850.58,186.94556650246332,NHL NTE200,NHL NTE200_49,1445
2024,Декабрь 2024,16.55,3086252.79,976170.79,178.4382935153582,NHL NTE200,NHL NTE200_50,1446
2024,Декабрь 2024,17.39,3036564.52,958119.81,182.13276836158187,NHL NTE200,NHL NTE200_51,1447
2024,Декабрь 2024,17.59,3155735.84,975596.38,181.3523744911803,NHL NTE200,NHL NTE200_52,1448
2024,Декабрь 2024,17.02,3028316.69,947054.51,177.62482710926693,NHL NTE200,NHL NTE200_53,1449
2024,Декабрь 2024,17.1,3093449.18,951689.55,177.76343283582088,NHL NTE200,NHL NTE200_54,1450
2024,Декабрь 2024,15.68,2992237.03,883966.44,181.40185847033604,NHL NTE200,NHL NTE200_55,1481
2024,Декабрь 2024,17.23,3281745.61,1010613.48,185.5797333333333,NHL NTE200,NHL NTE200_56,1490
2024,Декабрь 2024,16.96,3145137.89,996661.99,183.84122505161739,NHL NTE200,NHL NTE200_57,1491
2024,Декабрь 2024,16.94,3069624.1,979775.81,183.75498938428902,NHL NTE200,NHL NTE200_58,1496
2024,Декабрь 2024,16.46,3086275.16,954855.12,184.20379479971893,NHL NTE200,NHL NTE200_59,1497
2024,Декабрь 2024,16.8,2988458.69,989362.5,180.1468327402134,NHL NTE200,NHL NTE200_60,1498
2024,Декабрь 2024,17.34,3271829.39,1004068.32,183.56724137931064,NHL NTE200,NHL NTE200_61,1499
2024,Декабрь 2024,17.1,3215633.52,1016703.88,183.54072580645186,NHL NTE200,NHL NTE200_62,1533
2024,Декабрь 2024,17.02,2736881.85,912552.8,179.00606060606063,NHL NTE200,NHL NTE200_63,1634
2024,Декабрь 2024,,2848177.42,846650,,NHL NTE200,NHL NTE200_64,1635
2024,Декабрь 2024,16.39,1860815.62,634712.75,168.9,NHL NTE200,NHL NTE200_65,1636
2025,Январь 2025,18.27,3096765.97,968634.16,186.28992805755396,KOMATSU 730-E,730E_13,501
2025,Январь 2025,18.06,1885342.74,878656.44,166.89528795811518,KOMATSU 730-E,730E_14,502
2025,Январь 2025,16.41,2768525,958926.63,183.9754746835443,KOMATSU 730-E,730E_15,503
2025,Январь 2025,17.21,3009201.29,979660.71,184.9311859443631,KOMATSU 730-E,730E_16,504
2025,Январь 2025,17.93,2253804.35,894806.02,176.97188378631677,KOMATSU 730-E,730E_17,505
2025,Январь 2025,16.6,3043523.06,938277.21,184.76673866090712,KOMATSU 730-E,730E_18,506
2025,Январь 2025,17.21,2969651.77,969867.2,185.73219584569733,KOMATSU 730-E,730E_19,507
2025,Январь 2025,16.39,2636006.45,840990.23,184.87158243579123,KOMATSU 730-E,730E_20,508
2025,Январь 2025,16.77,2302620.16,963911.41,183.78571428571428,KOMATSU 730-E,730E_21,509
2025,Январь 2025,17.18,2947033.55,967401.4,185.8259564891223,KOMATSU 730-E,730E_22,510
2025,Январь 2025,16.07,2771798.23,946493.23,182.76365054602184,KOMATSU 730-E,730E_23,511
2025,Январь 2025,16.3,2831658.23,956937.75,186.15571205007825,KOMATSU 730-E,730E_24,512
2025,Январь 2025,17.4,3070509.52,981641.46,186.55339105339107,KOMATSU 730-E,730E_25,513
2025,Январь 2025,16.39,2820378.55,980226.96,185.40673981191222,KOMATSU 730-E,730E_26,514
2025,Январь 2025,16.79,2526047.26,897673.71,175.90049751243782,KOMATSU 730-E,730E_27,515
2025,Январь 2025,16.73,3047808.87,967670.26,185.29560201874548,KOMATSU 730-E,730E_28,516
2025,Январь 2025,16.47,2999134.35,961979.65,184.84744525547444,KOMATSU 730-E,730E_29,517
2025,Январь 2025,17.4,2820955.48,951457.39,178.32806621519939,KOMATSU 730-E,730E_37,864
2025,Январь 2025,17.62,2991316.29,1028073.79,189.07906626506025,KOMATSU 730-E,730E_38,865
2025,Январь 2025,17.67,2844951.29,977761.21,181.36267071320182,KOMATSU 730-E,730E_39,866
2025,Январь 2025,16.43,2411743.39,992277.88,186.38883806038427,KOMATSU 730-E,730E_40,867
2025,Январь 2025,17.78,3112837.74,1018253.07,184.48838845883182,KOMATSU 730-E,730E_41,868
2025,Январь 2025,17.49,3010173.84,978272.18,182.174095513748,NHL NTE200,NHL NTE200_43,1415
2025,Январь 2025,17.83,3075547.69,999349.12,183.5077414772725,NHL NTE200,NHL NTE200_44,1416
2025,Январь 2025,17.48,2991362.21,949958,179.31451957295374,NHL NTE200,NHL NTE200_45,1417
2025,Январь 2025,16.08,2870666.13,864727.42,181.59608138658612,NHL NTE200,NHL NTE200_46,1418
2025,Январь 2025,16.14,2875593.63,953049.81,184.91749049429694,NHL NTE200,NHL NTE200_47,1419
2025,Январь 2025,17.14,2955216.61,950404.86,181.65474452554724,NHL NTE200,NHL NTE200_48,1420
2025,Январь 2025,17.3,3182616.32,1011447.65,188.44519298245595,NHL NTE200,NHL NTE200_49,1445
2025,Январь 2025,17.3,3020988.44,944187.01,178.81199999999995,NHL NTE200,NHL NTE200_50,1446
2025,Январь 2025,17.17,2882499.19,948937.08,181.94954819277103,NHL NTE200,NHL NTE200_51,1447
2025,Январь 2025,17.3,2963225.42,930908.5,182.93508771929822,NHL NTE200,NHL NTE200_52,1448
2025,Январь 2025,16.81,2895174.11,952263.25,183.2743993993993,NHL NTE200,NHL NTE200_53,1449
2025,Январь 2025,17.16,2882362.61,906159.59,176.87985401459886,NHL NTE200,NHL NTE200_54,1450
2025,Январь 2025,16.58,3092353,859357.55,181.31434569629093,NHL NTE200,NHL NTE200_55,1481
2025,Январь 2025,17.15,2926717.18,955106.34,184.37208427389024,NHL NTE200,NHL NTE200_56,1490
2025,Январь 2025,17.09,2823806.02,947584.54,181.99549618320614,NHL NTE200,NHL NTE200_57,1491
2025,Январь 2025,17.41,3036924.81,962379.81,183.81808972503617,NHL NTE200,NHL NTE200_58,1496
2025,Январь 2025,16.61,2881894,938503.58,186.93343605546957,NHL NTE200,NHL NTE200_59,1497
2025,Январь 2025,17.37,2972452.85,945813.13,181.15472383720908,NHL NTE200,NHL NTE200_60,1498
2025,Январь 2025,17.82,3165164.61,980880.69,182.70910344827595,NHL NTE200,NHL NTE200_61,1499
2025,Январь 2025,16.99,2994011.4,983828.81,185.42555228276854,NHL NTE200,NHL NTE200_62,1533
2025,Январь 2025,16.87,2899897.92,943554.14,182.63273408239704,NHL NTE200,NHL NTE200_63,1634
2025,Январь 2025,17.22,2191169.18,714362.7,176.14261682242994,NHL NTE200,NHL NTE200_64,1635
2025,Январь 2025,16.49,2715090.18,937765.04,179.04422776911065,NHL NTE200,NHL NTE200_65,1636
2025,Январь 2025,,1753865.35,523607.65,,NHL NTE200,NHL NTE200_66,1641
2025,Январь 2025,,1446981.49,421387.95,,NHL NTE200,NHL NTE200_67,1642
2025,Январь 2025,,1568322.58,473397.37,,NHL NTE200,NHL NTE200_68,1644
2025,Январь 2025,,309131.45,82289.47,,NHL NTE200,NHL NTE200_69,1645
2025,Январь 2025,,878766.94,235440.52,,NHL NTE200,NHL NTE200_70,1647
2025,Февраль 2025,18.1,2799471.79,905058.66,184.65520206362854,KOMATSU 730-E,730E_13,501
2025,Февраль 2025,16.05,2410055.89,811252.81,183.96119402985076,KOMATSU 730-E,730E_14,502
2025,Февраль 2025,17.38,2599608.21,859532.7,182.28702010968922,KOMATSU 730-E,730E_15,503
2025,Февраль 2025,17.15,1983475.18,892310.61,183.32168674698795,KOMATSU 730-E,730E_16,504
2025,Февраль 2025,17.97,2560735.71,869193.94,177.7737556561086,KOMATSU 730-E,730E_17,505
2025,Февраль 2025,17.31,2563890.36,848842.62,183.30102516309412,KOMATSU 730-E,730E_18,506
2025,Февраль 2025,17.93,2761055.54,899908.96,185.30796150481189,KOMATSU 730-E,730E_19,507
2025,Февраль 2025,16.92,1895458.04,866850.85,183.36065573770492,KOMATSU 730-E,730E_20,508
2025,Февраль 2025,17.25,2292382.5,836287.04,181.85522233712513,KOMATSU 730-E,730E_21,509
2025,Февраль 2025,17.62,2593364.11,855630.76,184.2064814814815,KOMATSU 730-E,730E_22,510
2025,Февраль 2025,16.69,2097941.79,867748.18,181.44081172491545,KOMATSU 730-E,730E_23,511
2025,Февраль 2025,17.01,2695876.96,869993.39,184.64910714285713,KOMATSU 730-E,730E_24,512
2025,Февраль 2025,17.72,2349296.43,876669.8,184.84102564102565,KOMATSU 730-E,730E_25,513
2025,Февраль 2025,16.94,2670418.21,866584.11,184.3870387038704,KOMATSU 730-E,730E_26,514
2025,Февраль 2025,18.18,2687703.57,910793.73,183.9250669045495,KOMATSU 730-E,730E_27,515
2025,Февраль 2025,17.44,2640084.11,889781.67,183.94822888283377,KOMATSU 730-E,730E_28,516
2025,Февраль 2025,16.55,2374468.39,862017.98,182.69909729187563,KOMATSU 730-E,730E_29,517
2025,Февраль 2025,18.08,2541820.89,853360.03,176.9410163339383,KOMATSU 730-E,730E_37,864
2025,Февраль 2025,17.8,2789890.54,908701.55,187.7359649122807,KOMATSU 730-E,730E_38,865
2025,Февраль 2025,18.06,2556499.11,887030.07,179.42817932296433,KOMATSU 730-E,730E_39,866
2025,Февраль 2025,17.75,2740785,868566.28,184.26993865030676,KOMATSU 730-E,730E_40,867
