Год,Месяц,Скорость груженым,"Тонн ГМ на единицу оборудования в год, т",Средний грузооборот на единицу АС,"Средняя загрузка АС, т",Модель оборудования,Имя оборудования,Id Equip
2025,Июнь 2025,16.2,2491714.29,840439.71,172.38925505050528,NHL NTE200,NHL NTE200_76,1689
2025,Июнь 2025,16.61,2615631.81,881878.22,181.26765282462068,NHL NTE200,NHL NTE200_77,1691
2025,Июнь 2025,16.34,2556091.95,870421.51,178.34443919779278,NHL NTE200,NHL NTE200_78,1698
2025,Июль 2025,15.84,2448652.43,856680.22,180.67688479112255,KOMATSU 730-E,730E_13,501
2025,Июль 2025,15.39,2366467.99,852371.89,184.2219398530761,KOMATSU 730-E,730E_14,502
2025,Июль 2025,15.54,2344628.31,847462.26,181.69052463503607,KOMATSU 730-E,730E_15,503
2025,Июль 2025,15.62,2552437.6,814496.66,180.35139039101492,KOMATSU 730-E,730E_16,504
2025,Июль 2025,15.81,2506963.28,827880.09,184.50621262998234,KOMATSU 730-E,730E_17,505
2025,Июль 2025,15.98,2438764.28,882513.15,184.27751334519536,KOMATSU 730-E,730E_18,506
2025,Июль 2025,16.5,2585442.76,852993.24,183.38571869765434,KOMATSU 730-E,730E_19,507
2025,Июль 2025,14.84,2463489.82,840745.74,183.21182355516623,KOMATSU 730-E,730E_20,508
2025,Июль 2025,15.38,2546030.69,850717.04,181.8550406118138,KOMATSU 730-E,730E_21,509
2025,Июль 2025,15.72,2531951.11,883570.15,183.16759652303716,KOMATSU 730-E,730E_22,510
2025,Июль 2025,15.54,2425880.92,843394.94,180.41481775394007,KOMATSU 730-E,730E_23,511
2025,Июль 2025,15.5,3098376.49,656402.94,179.61707706766893,KOMATSU 730-E,730E_24,512
2025,Июль 2025,15.54,1983828.07,855978.94,183.94051037117882,KOMATSU 730-E,730E_25,513
2025,Июль 2025,15.63,2582014.39,870234.69,182.89772570892384,KOMATSU 730-E,730E_26,514
2025,Июль 2025,15.6,2035951.13,852189.45,182.01726052631548,KOMATSU 730-E,730E_27,515
2025,Июль 2025,15.11,2471207.1,856123.55,183.9449890254606,KOMATSU 730-E,730E_28,516
2025,Июль 2025,14.66,2400956.3,861178.6,183.21047367236682,KOMATSU 730-E,730E_29,517
2025,Июль 2025,16.41,2470415.96,861813.81,175.8573887489504,KOMATSU 730-E,730E_37,864
2025,Июль 2025,16.54,1290996.82,848357.49,183.04238798157428,KOMATSU 730-E,730E_38,865
2025,Июль 2025,16.82,2538786.92,702321.8,179.67696055926507,KOMATSU 730-E,730E_39,866
2025,Июль 2025,14.62,1992372.1,823831.45,184.93446262321993,KOMATSU 730-E,730E_40,867
2025,Июль 2025,15.84,2609270.71,906094.98,185.75927214525544,KOMATSU 730-E,730E_41,868
2025,Июль 2025,16.08,2204815.56,885955.9,183.5865765931374,NHL NTE200,NHL NTE200_43,1415
2025,Июль 2025,16.15,2544440.27,921910.67,186.7949318181817,NHL NTE200,NHL NTE200_44,1416
2025,Июль 2025,16.58,2676417.75,906309.39,181.26969096391554,NHL NTE200,NHL NTE200_45,1417
2025,Июль 2025,15.76,2269659.33,859004.53,173.35034790917268,NHL NTE200,NHL NTE200_46,1418
2025,Июль 2025,15.54,2384625.52,885283.63,183.45094089673896,NHL NTE200,NHL NTE200_47,1419
2025,Июль 2025,15.68,2613318.18,879296.34,181.1861637755104,NHL NTE200,NHL NTE200_48,1420
2025,Июль 2025,15.74,2652593.91,916604.43,187.74066510416648,NHL NTE200,NHL NTE200_49,1445
2025,Июль 2025,16.03,2653965.2,903600.41,182.0869236223662,NHL NTE200,NHL NTE200_50,1446
2025,Июль 2025,16.12,1764330.42,883817.66,180.1111340361445,NHL NTE200,NHL NTE200_51,1447
2025,Июль 2025,16.36,2645540.12,914951.98,182.83187347188272,NHL NTE200,NHL NTE200_52,1448
2025,Июль 2025,16.31,2583523.03,886714.22,176.24095283588096,NHL NTE200,NHL NTE200_53,1449
2025,Июль 2025,16.65,2812430.4,888774.79,178.38980722554126,NHL NTE200,NHL NTE200_54,1450
2025,Июль 2025,16.24,2625087.67,839283.32,178.65164891479105,NHL NTE200,NHL NTE200_55,1481
2025,Июль 2025,15.51,2705459.36,873423.42,185.78162206001582,NHL NTE200,NHL NTE200_56,1490
2025,Июль 2025,16.65,2655556.03,913814.59,182.47603155339803,NHL NTE200,NHL NTE200_57,1491
2025,Июль 2025,16.2,2614481.11,877641.48,183.6759072079534,NHL NTE200,NHL NTE200_58,1496
2025,Июль 2025,16.12,2694653.13,914004.54,184.72590996362135,NHL NTE200,NHL NTE200_59,1497
2025,Июль 2025,15.79,2505729.31,886103.97,180.81733297872321,NHL NTE200,NHL NTE200_60,1498
2025,Июль 2025,16.17,2543579.89,921323.48,183.0858006154499,NHL NTE200,NHL NTE200_61,1499
2025,Июль 2025,15.75,2765653.7,909497.44,182.37646675738722,NHL NTE200,NHL NTE200_62,1533
2025,Июль 2025,16.09,2548203.81,898142.63,184.81877828778826,NHL NTE200,NHL NTE200_63,1634
2025,Июль 2025,16.46,2577758.82,884208.67,177.56118511759922,NHL NTE200,NHL NTE200_64,1635
2025,Июль 2025,16.29,2605812.67,876713.31,180.82153716216212,NHL NTE200,NHL NTE200_65,1636
2025,Июль 2025,16.34,2706673.63,883282.11,182.0125653206651,NHL NTE200,NHL NTE200_66,1641
2025,Июль 2025,15.44,2480573.87,878811.14,178.23932000846,NHL NTE200,NHL NTE200_67,1642
2025,Июль 2025,15.82,2594617.22,865573.82,180.340517241379,NHL NTE200,NHL NTE200_68,1644
2025,Июль 2025,16.04,2577160.77,910458.85,182.4017895833332,NHL NTE200,NHL NTE200_69,1645
2025,Июль 2025,15.67,2450185.69,876296.72,182.38208808063106,NHL NTE200,NHL NTE200_70,1647
2025,Июль 2025,15.69,2397542.66,862331.99,173.73667628205095,NHL NTE200,NHL NTE200_71,1656
2025,Июль 2025,15.41,2477988.62,856381.36,178.05355964467003,NHL NTE200,NHL NTE200_72,1671
2025,Июль 2025,15.5,2475735.63,896341.94,181.421878774806,NHL NTE200,NHL NTE200_73,1672
2025,Июль 2025,15.53,2692380.83,904852.76,183.67897123893812,NHL NTE200,NHL NTE200_74,1683
2025,Июль 2025,15.35,2513035.63,883177.74,183.84892431514206,NHL NTE200,NHL NTE200_75,1687
2025,Июль 2025,15.51,2356813.19,853701.17,175.4281787752415,NHL NTE200,NHL NTE200_76,1689
2025,Июль 2025,15.54,2402309.07,865819.87,180.2448932522124,NHL NTE200,NHL NTE200_77,1691
2025,Июль 2025,15.77,2619601.03,894375.42,182.52396261298264,NHL NTE200,NHL NTE200_78,1698
2025,Август 2025,15.3,2532795.63,823151.4,182.4547492578452,KOMATSU 730-E,730E_13,501
2025,Август 2025,14.4,2257407.97,769121.73,184.35101983173064,KOMATSU 730-E,730E_14,502
2025,Август 2025,15.23,2490473.45,815829.83,182.65946729274702,KOMATSU 730-E,730E_15,503
2025,Август 2025,14.77,2358972.98,775673.05,181.9719618528608,KOMATSU 730-E,730E_16,504
2025,Август 2025,14.93,2377371.79,820334.04,184.90271863553085,KOMATSU 730-E,730E_17,505
2025,Август 2025,15.43,2703389.52,868181.06,185.31311188458406,KOMATSU 730-E,730E_18,506
2025,Август 2025,14.87,2425320.08,780741.32,183.75208630686865,KOMATSU 730-E,730E_19,507
2025,Август 2025,15.14,598532.31,778924.29,176.50781467013874,KOMATSU 730-E,730E_20,508
2025,Август 2025,14.81,2581915.81,838361.23,183.34949885033416,KOMATSU 730-E,730E_21,509
2025,Август 2025,14.7,2553006.64,814028.34,183.84741329787224,KOMATSU 730-E,730E_22,510
2025,Август 2025,14.84,2362610.59,831925.56,181.26474932249317,KOMATSU 730-E,730E_23,511
2025,Август 2025,14.73,2401421.03,706889.93,181.77923963903723,KOMATSU 730-E,730E_24,512
2025,Август 2025,15.27,2050353.83,799608.12,179.8698240913811,KOMATSU 730-E,730E_25,513
2025,Август 2025,14.59,2288378.07,820597.56,182.66484786184196,KOMATSU 730-E,730E_26,514
2025,Август 2025,15.01,2402170.75,846792.2,182.32348693029473,KOMATSU 730-E,730E_27,515
2025,Август 2025,14.19,2332227.14,799957.5,184.94823996265117,KOMATSU 730-E,730E_28,516
2025,Август 2025,14.33,2063853.44,802337.46,183.35374738493687,KOMATSU 730-E,730E_29,517
2025,Август 2025,15.18,2232894.7,825640.94,177.07106559290392,KOMATSU 730-E,730E_37,864
2025,Август 2025,15.3,2343262.23,864344.5,188.99980235042727,KOMATSU 730-E,730E_38,865
2025,Август 2025,15.88,2646836.39,779907.52,180.5620908634535,KOMATSU 730-E,730E_39,866
2025,Август 2025,14.41,1997413.75,792387.41,184.39495584239137,KOMATSU 730-E,730E_40,867
2025,Август 2025,15.23,2625644.57,883351.92,186.4548071697319,KOMATSU 730-E,730E_41,868
2025,Август 2025,15.01,2581188.46,867397.74,186.09866298811545,NHL NTE200,NHL NTE200_43,1415
2025,Август 2025,14.94,2431717.48,856212.78,183.25592724046123,NHL NTE200,NHL NTE200_44,1416
2025,Август 2025,15.51,2488241.93,853259.28,180.46980091801868,NHL NTE200,NHL NTE200_45,1417
2025,Август 2025,15.06,2373972.49,813149.37,173.51554270654032,NHL NTE200,NHL NTE200_46,1418
2025,Август 2025,15.11,2124598.37,844945.8,184.88252113217212,NHL NTE200,NHL NTE200_47,1419
2025,Август 2025,14.89,2412464.68,849744.83,183.76166872197308,NHL NTE200,NHL NTE200_48,1420
2025,Август 2025,15.2,2677442.83,883555.99,186.8523042317165,NHL NTE200,NHL NTE200_49,1445
2025,Август 2025,14.69,2467648.59,847310.65,183.20027371066442,NHL NTE200,NHL NTE200_50,1446
2025,Август 2025,14.86,2263350.58,814109.68,180.49744190140834,NHL NTE200,NHL NTE200_51,1447
2025,Август 2025,15.37,2458790.41,850072.83,183.3439634547847,NHL NTE200,NHL NTE200_52,1448
2025,Август 2025,15.29,2343790.93,824063.31,177.7336564732107,NHL NTE200,NHL NTE200_53,1449
2025,Август 2025,14.9,2416350.94,820658.35,177.52969398788935,NHL NTE200,NHL NTE200_54,1450
2025,Август 2025,14.87,2550565.65,816185.07,182.49653275063156,NHL NTE200,NHL NTE200_55,1481
2025,Август 2025,14.36,2516020.56,837032.24,186.95487095363083,NHL NTE200,NHL NTE200_56,1490
2025,Август 2025,15.36,2657529.93,880435.84,184.2514459183675,NHL NTE200,NHL NTE200_57,1491
2025,Август 2025,15.13,2259026.6,845922.77,182.90041289323145,NHL NTE200,NHL NTE200_58,1496
2025,Август 2025,15.39,2551552.65,869839.63,182.41347748316514,NHL NTE200,NHL NTE200_59,1497
2025,Август 2025,15.26,2521417.26,858602.46,181.02093565088768,NHL NTE200,NHL NTE200_60,1498
2025,Август 2025,15.4,2526926.96,877925.79,182.96309835890847,NHL NTE200,NHL NTE200_61,1499
2025,Август 2025,15.12,2555970.19,878531.1,183.34662109374995,NHL NTE200,NHL NTE200_62,1533
2025,Август 2025,15.03,2444044.39,858028.42,183.85861160318854,NHL NTE200,NHL NTE200_63,1634
2025,Август 2025,15.2,2315193.5,858745.12,176.5106575403952,NHL NTE200,NHL NTE200_64,1635
2025,Август 2025,15.26,2536353.77,869166.37,183.02153568394235,NHL NTE200,NHL NTE200_65,1636
2025,Август 2025,15.07,2415935.78,871179.93,182.55255004448367,NHL NTE200,NHL NTE200_66,1641
2025,Август 2025,14.63,2354629.06,854932.37,180.48934510379053,NHL NTE200,NHL NTE200_67,1642
2025,Август 2025,15.18,2497697.24,865256.77,181.4655175363559,NHL NTE200,NHL NTE200_68,1644
2025,Август 2025,14.95,2361256.74,838875.55,180.83416873309255,NHL NTE200,NHL NTE200_69,1645
2025,Август 2025,15.22,2430502.7,867837.77,183.16438054569656,NHL NTE200,NHL NTE200_70,1647
2025,Август 2025,14.99,2336362.66,834465.42,180.72021971766856,NHL NTE200,NHL NTE200_71,1656
2025,Август 2025,14.97,2429558.27,835466.86,178.65458441558437,NHL NTE200,NHL NTE200_72,1671
2025,Август 2025,14.78,2382176.34,842100.61,180.64448772321435,NHL NTE200,NHL NTE200_73,1672
2025,Август 2025,15.47,1785672.27,879426.95,186.7731980449509,NHL NTE200,NHL NTE200_74,1683
2025,Август 2025,14.64,2365397.94,825094.15,180.17651266816128,NHL NTE200,NHL NTE200_75,1687
2025,Август 2025,14.63,2070433.77,789097,172.56630029440655,NHL NTE200,NHL NTE200_76,1689
2025,Август 2025,14.97,1898081.75,826173.54,181.13139676966304,NHL NTE200,NHL NTE200_77,1691
2025,Август 2025,15.02,1864348.06,854687.56,184.1184765625,NHL NTE200,NHL NTE200_78,1698
2025,Сентябрь 2025,15.82,2612424.14,835918.46,181.65236652542382,KOMATSU 730-E,730E_13,501
2025,Сентябрь 2025,15.19,2245420.37,768375.84,185.48251130653267,KOMATSU 730-E,730E_14,502
2025,Сентябрь 2025,15.61,2246236.54,837544.8,181.52239017768997,KOMATSU 730-E,730E_15,503
2025,Сентябрь 2025,15.32,1112466.22,800767.96,180.70272727272712,KOMATSU 730-E,730E_16,504
2025,Сентябрь 2025,15.67,2298878.72,860853.33,185.244055122549,KOMATSU 730-E,730E_17,505
2025,Сентябрь 2025,15.92,2596224.57,860597.97,184.20408553772754,KOMATSU 730-E,730E_18,506
2025,Сентябрь 2025,15.34,2019634.41,848573.43,183.82352474972168,KOMATSU 730-E,730E_19,507
2025,Сентябрь 2025,15.98,2471529.53,800488.82,174.20052727663233,KOMATSU 730-E,730E_20,508
2025,Сентябрь 2025,15.11,2512027.31,836770.75,182.70692551065696,KOMATSU 730-E,730E_21,509
2025,Сентябрь 2025,15.5,2208535.56,817013.56,183.16832216885726,KOMATSU 730-E,730E_22,510
2025,Сентябрь 2025,15.56,2514733.97,851284.57,180.9687180897885,KOMATSU 730-E,730E_23,511
2025,Сентябрь 2025,16.55,1604627.24,780132.72,170.8015202922075,KOMATSU 730-E,730E_24,512
2025,Сентябрь 2025,15.84,2531042.78,847189.83,184.25990572315843,KOMATSU 730-E,730E_25,513
2025,Сентябрь 2025,14.56,2533629.68,800548.21,182.50529905618907,KOMATSU 730-E,730E_26,514
2025,Сентябрь 2025,15.67,2369871.98,838527.8,181.34953154205576,KOMATSU 730-E,730E_27,515
2025,Сентябрь 2025,14.9,2568642.47,819852.3,183.10277910512568,KOMATSU 730-E,730E_28,516
2025,Сентябрь 2025,14.36,2305294.78,785689.21,184.49294599217953,KOMATSU 730-E,730E_29,517
2025,Сентябрь 2025,15.3,2066879.98,782184.17,176.40762850467303,KOMATSU 730-E,730E_37,864
2025,Сентябрь 2025,15.7,2512615.56,870428.55,189.83057887453833,KOMATSU 730-E,730E_38,865
2025,Сентябрь 2025,16.04,2490475.8,816598.48,176.2654902597403,KOMATSU 730-E,730E_39,866
2025,Сентябрь 2025,15.06,2518474.56,831465.05,184.3258314781831,KOMATSU 730-E,730E_40,867
2025,Сентябрь 2025,15.78,2715624.52,874271.79,184.768731801164,KOMATSU 730-E,730E_41,868
2025,Сентябрь 2025,15.75,2514296.69,885922.78,184.37289391226477,NHL NTE200,NHL NTE200_43,1415
2025,Сентябрь 2025,16.08,2330064.33,894864.13,183.4407441331419,NHL NTE200,NHL NTE200_44,1416
2025,Сентябрь 2025,16.48,2787247.45,880172.26,178.98027576410635,NHL NTE200,NHL NTE200_45,1417
2025,Сентябрь 2025,15.97,2631447.77,843516,173.4299099959775,NHL NTE200,NHL NTE200_46,1418
2025,Сентябрь 2025,15.82,2650055.72,881814.08,183.66368190456103,NHL NTE200,NHL NTE200_47,1419
2025,Сентябрь 2025,16.1,2754258.98,886239,182.26847876409013,NHL NTE200,NHL NTE200_48,1420
2025,Сентябрь 2025,15.83,2870040.02,924871.35,187.96310756972153,NHL NTE200,NHL NTE200_49,1445
2025,Сентябрь 2025,16.24,2669844.05,876514.06,180.0282249587798,NHL NTE200,NHL NTE200_50,1446
2025,Сентябрь 2025,15.45,2644260.67,841945.63,180.36699397339984,NHL NTE200,NHL NTE200_51,1447
2025,Сентябрь 2025,15.83,2646324.34,849482.61,180.81410341951613,NHL NTE200,NHL NTE200_52,1448
2025,Сентябрь 2025,15.7,2640929.49,848513.8,177.33801157122159,NHL NTE200,NHL NTE200_53,1449
2025,Сентябрь 2025,16.08,2615039.53,848401.09,177.48532309760097,NHL NTE200,NHL NTE200_54,1450
2025,Сентябрь 2025,15.37,2619164.7,825638.86,177.61885175619832,NHL NTE200,NHL NTE200_55,1481
2025,Сентябрь 2025,15.55,2844177.37,875602.74,188.23629284274148,NHL NTE200,NHL NTE200_56,1490
2025,Сентябрь 2025,15.95,2604726.37,903421.85,183.15630847639486,NHL NTE200,NHL NTE200_57,1491
2025,Сентябрь 2025,15.29,2641602.86,836902.39,181.25255295721433,NHL NTE200,NHL NTE200_58,1496
2025,Сентябрь 2025,15.93,2683693.11,863119.97,182.61421615448484,NHL NTE200,NHL NTE200_59,1497
2025,Сентябрь 2025,15.97,2733380.12,887295.01,181.64473555736367,NHL NTE200,NHL NTE200_60,1498
2025,Сентябрь 2025,15.79,2759695.53,889857.69,182.49740970540765,NHL NTE200,NHL NTE200_61,1499
2025,Сентябрь 2025,16.09,2574693.57,874117.61,184.0275691419859,NHL NTE200,NHL NTE200_62,1533
2025,Сентябрь 2025,15.87,2695896.01,880156.83,184.0587453125001,NHL NTE200,NHL NTE200_63,1634
2025,Сентябрь 2025,15.68,2662251.15,849007.21,178.19162282630944,NHL NTE200,NHL NTE200_64,1635
2025,Сентябрь 2025,16.18,2690351.23,885226.9,181.84601870888145,NHL NTE200,NHL NTE200_65,1636
2025,Сентябрь 2025,16.04,2789012.47,906805.21,184.30994492724335,NHL NTE200,NHL NTE200_66,1641
2025,Сентябрь 2025,15.77,2696149.54,876148,181.35261023379786,NHL NTE200,NHL NTE200_67,1642
2025,Сентябрь 2025,15.62,2648225.28,868688.16,182.01079082703572,NHL NTE200,NHL NTE200_68,1644
2025,Сентябрь 2025,15.14,2513331,842101.03,182.5090073203194,NHL NTE200,NHL NTE200_69,1645
2025,Сентябрь 2025,16.14,2637461.14,882020.93,182.173929398148,NHL NTE200,NHL NTE200_70,1647
2025,Сентябрь 2025,16.29,2792601.2,897992.62,182.4672236055775,NHL NTE200,NHL NTE200_71,1656
2025,Сентябрь 2025,15.89,2635663.62,849677.5,177.857931584362,NHL NTE200,NHL NTE200_72,1671
2025,Сентябрь 2025,15.17,2540309.75,849357.41,181.25007119565203,NHL NTE200,NHL NTE200_73,1672
2025,Сентябрь 2025,15.7,2563342.39,885537.64,185.6261459251104,NHL NTE200,NHL NTE200_74,1683
2025,Сентябрь 2025,15.47,2558106.47,859983.4,180.01312178938346,NHL NTE200,NHL NTE200_75,1687
2025,Сентябрь 2025,15.47,2267100.67,789891.74,169.38993741469537,NHL NTE200,NHL NTE200_76,1689
2025,Сентябрь 2025,16.29,1886792.34,861191.6,179.91142151162785,NHL NTE200,NHL NTE200_77,1691
2025,Сентябрь 2025,15.66,1796081.52,868751.15,183.83952521793276,NHL NTE200,NHL NTE200_78,1698
2025,Октябрь 2025,16.12,2227664.56,888417.13,183.3257861138132,KOMATSU 730-E,730E_13,501
2025,Октябрь 2025,16.32,2235734.82,886324.32,183.10563043478223,KOMATSU 730-E,730E_14,502
2025,Октябрь 2025,16.1,1314019.95,838858.17,178.5420455457464,KOMATSU 730-E,730E_15,503
2025,Октябрь 2025,16.28,2185453.4,897100.07,180.88612806372527,KOMATSU 730-E,730E_16,504
2025,Октябрь 2025,16.48,2298284.77,878353.22,182.76013980263153,KOMATSU 730-E,730E_17,505
2025,Октябрь 2025,16.76,2233764.69,917396.7,182.23433100289287,KOMATSU 730-E,730E_18,506
2025,Октябрь 2025,16.61,2338856.54,897658.69,184.0929203591421,KOMATSU 730-E,730E_19,507
2025,Октябрь 2025,16.27,2146542.91,915703.27,182.8447269172551,KOMATSU 730-E,730E_20,508
2025,Октябрь 2025,15.73,2128647.05,871064.13,181.6776554600608,KOMATSU 730-E,730E_21,509
2025,Октябрь 2025,17,2571380.66,854652.05,181.23128376974196,KOMATSU 730-E,730E_22,510
2025,Октябрь 2025,16.23,2065347.97,886260.95,181.3918296632126,KOMATSU 730-E,730E_23,511
2025,Октябрь 2025,16.42,2588850.16,868054.07,181.38815097672494,KOMATSU 730-E,730E_24,512
2025,Октябрь 2025,16.73,2349725.92,913156.53,183.58534979185927,KOMATSU 730-E,730E_25,513
2025,Октябрь 2025,15.18,2117822.46,828489.81,182.5918743609404,KOMATSU 730-E,730E_26,514
2025,Октябрь 2025,16.73,2365419.63,923171.1,180.63679072398168,KOMATSU 730-E,730E_27,515
2025,Октябрь 2025,16.5,623066,923403.8,183.09384799651565,KOMATSU 730-E,730E_28,516
2025,Октябрь 2025,15.43,2077012.95,892612.81,183.35660020986379,KOMATSU 730-E,730E_29,517
2025,Октябрь 2025,16.83,1943332.24,892612.26,176.8852154940921,KOMATSU 730-E,730E_37,864
2025,Октябрь 2025,16.42,2521931.5,946495.57,187.41096255506557,KOMATSU 730-E,730E_38,865
2025,Октябрь 2025,17.14,2232510.89,912859.26,177.01827188670416,KOMATSU 730-E,730E_39,866
2025,Октябрь 2025,17.1,2696090.56,855841.27,181.43325417329072,KOMATSU 730-E,730E_40,867
2025,Октябрь 2025,16.68,2705392.07,865271.69,181.76453858392992,KOMATSU 730-E,730E_41,868
2025,Октябрь 2025,16.46,2140282.09,936176.04,184.0115682164636,NHL NTE200,NHL NTE200_43,1415
2025,Октябрь 2025,17.13,2287712.57,958858.81,183.4965645734595,NHL NTE200,NHL NTE200_44,1416
2025,Октябрь 2025,17.08,2435723.57,947906.44,179.74599573490806,NHL NTE200,NHL NTE200_45,1417
2025,Октябрь 2025,15.97,2160382.68,865225.01,172.91821842478694,NHL NTE200,NHL NTE200_46,1418
2025,Октябрь 2025,16.25,2325802.69,924356.42,180.2416912774724,NHL NTE200,NHL NTE200_47,1419
2025,Октябрь 2025,16.84,2525896.31,948803.4,181.20813242784376,NHL NTE200,NHL NTE200_48,1420
2025,Октябрь 2025,16.62,2493645.3,980482.64,188.14647600446423,NHL NTE200,NHL NTE200_49,1445
2025,Октябрь 2025,16.63,2455073.7,952866.45,180.53871473524305,NHL NTE200,NHL NTE200_50,1446
2025,Октябрь 2025,16.25,2418343.35,918265.09,178.45621822962266,NHL NTE200,NHL NTE200_51,1447
2025,Октябрь 2025,16.75,2506002.49,955749.64,183.0272368421052,NHL NTE200,NHL NTE200_52,1448
2025,Октябрь 2025,16.57,2459275.46,927716.99,177.00635797872306,NHL NTE200,NHL NTE200_53,1449
2025,Октябрь 2025,17.46,2562111.57,939875.54,179.5514070273634,NHL NTE200,NHL NTE200_54,1450
2025,Октябрь 2025,15.77,2404620.19,846753.69,177.74413946910394,NHL NTE200,NHL NTE200_55,1481
2025,Октябрь 2025,16.41,2485351.74,903233.39,188.68686602333926,NHL NTE200,NHL NTE200_56,1490
2025,Октябрь 2025,16.88,2555306.48,945480.29,183.35339300937767,NHL NTE200,NHL NTE200_57,1491
2025,Октябрь 2025,15.18,2410853.97,840425.23,183.8322458295761,NHL NTE200,NHL NTE200_58,1496
2025,Октябрь 2025,16.34,2416004.32,940300.96,183.39451793721986,NHL NTE200,NHL NTE200_59,1497
2025,Октябрь 2025,16.86,2528637.11,939254.3,180.80302260186764,NHL NTE200,NHL NTE200_60,1498
2025,Октябрь 2025,16.33,2532590.42,941629.76,183.56065233704962,NHL NTE200,NHL NTE200_61,1499
2025,Октябрь 2025,16.2,2488284.64,944342.3,183.96217300962383,NHL NTE200,NHL NTE200_62,1533
2025,Октябрь 2025,16.63,2488883.1,934940.92,184.50315685413017,NHL NTE200,NHL NTE200_63,1634
2025,Октябрь 2025,16.44,2441160.62,917790.44,178.4295768566494,NHL NTE200,NHL NTE200_64,1635
2025,Октябрь 2025,16.82,2474457.75,933880.8,181.18462424307924,NHL NTE200,NHL NTE200_65,1636
2025,Октябрь 2025,17,2231393.24,817330.71,184.21367607526867,NHL NTE200,NHL NTE200_66,1641
2025,Октябрь 2025,16.66,2491468.16,938327.71,181.02501716738178,NHL NTE200,NHL NTE200_67,1642
2025,Октябрь 2025,16.52,2483238.63,926336.49,181.665400129422,NHL NTE200,NHL NTE200_68,1644
2025,Октябрь 2025,16.59,2467690.23,933880.17,183.22337719298247,NHL NTE200,NHL NTE200_69,1645
2025,Октябрь 2025,16.69,2384980.22,942901.59,182.33525665613726,NHL NTE200,NHL NTE200_70,1647
2025,Октябрь 2025,16.68,2423780.31,951858.91,183.3291454423596,NHL NTE200,NHL NTE200_71,1656
2025,Октябрь 2025,15.93,2267430.48,905758.92,177.6536853049906,NHL NTE200,NHL NTE200_72,1671
2025,Октябрь 2025,16.19,2468057.24,912646.59,181.98543286026225,NHL NTE200,NHL NTE200_73,1672
2025,Октябрь 2025,15.92,2431812.59,942965.26,186.77632316243216,NHL NTE200,NHL NTE200_74,1683
2025,Октябрь 2025,16.46,2376813.11,910413.94,179.76841483885437,NHL NTE200,NHL NTE200_75,1687
2025,Октябрь 2025,16.17,2122916.22,871037.17,169.9005433238633,NHL NTE200,NHL NTE200_76,1689
2025,Октябрь 2025,16.33,2270352.39,902663.23,180.9019321394913,NHL NTE200,NHL NTE200_77,1691
2025,Октябрь 2025,15.98,2423603.71,936290.1,185.17723684210546,NHL NTE200,NHL NTE200_78,1698
2025,Октябрь 2025,24.06,2413749.66,685780.6,107.89652412280701,NHL NTE200,NTE200_79,1887
2025,Октябрь 2025,,6790112.66,,122.70095744680859,NHL NTE200,NTE200_80,1888
2025,Октябрь 2025,16.8,2079412.13,798586.67,162.5537383395524,NHL NTE200,NTE200_81,1883
2025,Ноябрь 2025,16.99,2097485.21,859051.98,182.79318863879965,KOMATSU 730-E,730E_13,501
2025,Ноябрь 2025,16.96,2043029.04,825661.5,181.69966734972667,KOMATSU 730-E,730E_14,502
2025,Ноябрь 2025,17.35,2293705.56,761089.36,179.6820969289825,KOMATSU 730-E,730E_15,503
2025,Ноябрь 2025,16.93,1978218.29,882340.04,180.6202739630043,KOMATSU 730-E,730E_16,504
2025,Ноябрь 2025,16.99,2138799.91,827703.47,181.38957770270258,KOMATSU 730-E,730E_17,505
2025,Ноябрь 2025,17.59,2284480.83,876435.26,182.46147277832003,KOMATSU 730-E,730E_18,506
2025,Ноябрь 2025,16.86,1744110.59,808408.46,181.65799952046075,KOMATSU 730-E,730E_19,507
2025,Ноябрь 2025,16.55,2195866.19,825137.76,182.09781536113957,KOMATSU 730-E,730E_20,508
2025,Ноябрь 2025,16.42,2070537.24,817440.18,180.4192316452303,KOMATSU 730-E,730E_21,509
2025,Ноябрь 2025,16.83,2109814.27,783428.86,180.80124999999975,KOMATSU 730-E,730E_22,510
2025,Ноябрь 2025,16.62,2032882,826174.92,180.5956290894217,KOMATSU 730-E,730E_23,511
2025,Ноябрь 2025,17.73,2045329.5,859591.71,180.73514475108217,KOMATSU 730-E,730E_24,512
2025,Ноябрь 2025,17.25,2129768.59,847480.02,181.9386510744234,KOMATSU 730-E,730E_25,513
2025,Ноябрь 2025,16.64,1315824.22,659995.22,180.85273515886328,KOMATSU 730-E,730E_26,514
2025,Ноябрь 2025,16.91,2170733.8,814275.82,178.7046371580546,KOMATSU 730-E,730E_27,515
2025,Ноябрь 2025,17.94,911170.71,787200.21,166.21515308988754,KOMATSU 730-E,730E_28,516
2025,Ноябрь 2025,16.66,1800398.15,682543.97,181.54682793209884,KOMATSU 730-E,730E_29,517
2025,Ноябрь 2025,17.96,1924438.91,844843.19,175.47881568791956,KOMATSU 730-E,730E_37,864
2025,Ноябрь 2025,16.67,2318953.81,818784.82,184.50820517492713,KOMATSU 730-E,730E_38,865
2025,Ноябрь 2025,16.95,1950268.1,793555.94,175.31498761013205,KOMATSU 730-E,730E_39,866
