sep=,
"INSITE Professional 8.5.0.57 / Datapack 8.5.00115"
"Cummins Inc."

"Data Log Information"
,"Start Date and Time:","16-май-2026,09:47:02.687"
,"Total Log Time:","00:17:54.3750000"
,"Source Log Filename:","C:\Users\D683~1\AppData\Local\Temp\\DML-20260516-094529.log"
,"Destination Path","C:\Users\Николай\Desktop"
,"SamplingRate:","RealTime"
,"Comments:",""

"Customer and Vehicle Information"
,"Customer Name:","170227104443   "
,"Vehicle Unit Number:",""          ""

"Engine Information"
,"Model:","QSK50 MCRS*******,QSK50 MCRS*******,QSK50 MCRS*******"
,"System Type:","QSK50/60 CM850/CM2150/CM2850 MCRS/K123M"
,"Serial Number:","33238516"
,
" ECM Information"
,"ECM Part Number:","4995445|4995445|4995445"
,"ECM Code:","AQ60809.08|AR60193.16|AR60194.15"
,"Calibration Software Phase:","19020116|19020116|19020116"

"Date","Time","Accelerator Pedal or Lever Position Sensor Signal Voltage (V)- Identifier0","Accelerator Pedal or Lever Position Sensor Supply Voltage (V)- Identifier0","Air Conditioning Pressure Switch- Identifier0","Amber Warning Lamp Status- Identifier0","Average Exhaust Temperature - Left Bank (Calculated) (°C)- Identifier144","Average Exhaust Temperature - Right Bank (Calculated) (°C)- Identifier1","Average Exhaust Temperature (Calculated) (°C)- Identifier1","Barometric Air Pressure (kPa)- Identifier0","Barometric Air Pressure Sensor Signal Voltage (V)- Identifier0","Battery Voltage (V)- Identifier0","Battery Voltage (V)- Identifier1","Battery Voltage (V)- Identifier144","Battery Voltage 1 (V)- Identifier0","Calibration Software Phase- Identifier0","Calibration Software Phase- Identifier1","Calibration Software Phase- Identifier144","Coolant Pressure Sensor (kPa)- Identifier0","Coolant Pressure Sensor Voltage (V)- Identifier0","Crankcase Pressure (kPa)- Identifier0","Crankcase Pressure Sensor Signal Voltage (V)- Identifier0","Diagnostic Test Mode Switch- Identifier0","Dual Output Driver A- Identifier0","Dual Output Driver B- Identifier0","ECM Real Time- Identifier0","ECM Real Time- Identifier1","ECM Real Time- Identifier144","ECM Temperature 2 (°C)- Identifier1","ECM Temperature 3 (°C)- Identifier144","ECM Time (Key On Time) (HHHHHH:MM:SS)- Identifier0","ECM Time (Key On Time) (HHHHHH:MM:SS)- Identifier1","ECM Time (Key On Time) (HHHHHH:MM:SS)- Identifier144","Electric Fuel Lift Pump Duty Cycle (percent)- Identifier0","Electric Fuel Lift Pump Duty Cycle (percent)- Identifier1","Electric Fuel Lift Pump Duty Cycle (percent)- Identifier144","Electric Fuel Lift Pump Position- Identifier0","Electric Fuel Lift Pump Position- Identifier1","Electric Fuel Lift Pump Position- Identifier144","Electric Lift Pump Current Feedback- Identifier0","Electric Lift Pump Current Feedback- Identifier1","Electric Lift Pump Current Feedback- Identifier144","Engine Coolant Level- Identifier0","Engine Coolant Temperature (°C)- Identifier0","Engine Coolant Temperature Sensor Signal Voltage (V)- Identifier0","Engine Hours (HHHHHH:MM:SS)- Identifier0","Engine Oil Pressure (kPa)- Identifier0","Engine Oil Pressure Sensor Signal Voltage (V)- Identifier0","Engine Oil Pressure Sensor Type- Identifier0","Engine Oil Temperature (°C)- Identifier0","Engine Oil Temperature Sensor Signal Voltage (V)- Identifier0","Engine Operating State- Identifier0","Engine Protection Derate Suppress- Identifier0","Engine Protection Shutdown Override Switch- Identifier0","Engine Speed (RPM)- Identifier0","Engine Speed (RPM)- Identifier1","Engine Speed (RPM)- Identifier144","Engine Speed Backup Sensor State- Identifier0","Engine Speed Backup Sensor State- Identifier1","Engine Speed Backup Sensor State- Identifier144","Engine Speed Backup Synchronization State- Identifier0","Engine Speed Backup Synchronization State- Identifier1","Engine Speed Backup Synchronization State- Identifier144","Engine Speed Main Sensor Signal State- Identifier0","Engine Speed Main Sensor Signal State- Identifier1","Engine Speed Main Sensor Signal State- Identifier144","Engine Speed Main Sensor State- Identifier0","Engine Speed Main Sensor State- Identifier1","Engine Speed Main Sensor State- Identifier144","Engine Speed Main Synchronization State- Identifier0","Engine Speed Main Synchronization State- Identifier1","Engine Speed Main Synchronization State- Identifier144","Engine Speed Sensor Active- Identifier0","Engine Speed Sensor Active- Identifier1","Engine Speed Sensor Active- Identifier144","Engine Speed Status- Identifier0","Engine Speed Status- Identifier1","Engine Speed Status- Identifier144","Engine Torque Mode- Identifier0","Engine Warmup Protection Status- Identifier0","Exhaust Temperature Sensor Cylinder 1 (°C)- Identifier144","Exhaust Temperature Sensor Cylinder 10 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 11 (°C)- Identifier144","Exhaust Temperature Sensor Cylinder 12 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 13 (°C)- Identifier144","Exhaust Temperature Sensor Cylinder 14 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 15 (°C)- Identifier144","Exhaust Temperature Sensor Cylinder 16 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 2 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 3 (°C)- Identifier144","Exhaust Temperature Sensor Cylinder 4 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 5 (°C)- Identifier144","Exhaust Temperature Sensor Cylinder 6 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 7 (°C)- Identifier144","Exhaust Temperature Sensor Cylinder 8 (°C)- Identifier1","Exhaust Temperature Sensor Cylinder 9 (°C)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 1 (V)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 10 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 11 (V)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 12 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 13 (V)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 14 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 15 (V)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 16 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 2 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 3 (V)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 4 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 5 (V)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 6 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 7 (V)- Identifier144","Exhaust Temperature Sensor Voltage Cylinder 8 (V)- Identifier1","Exhaust Temperature Sensor Voltage Cylinder 9 (V)- Identifier144","Fan Control Command (percent)- Identifier0","Fan Control Switch- Identifier0","Fan Drive State- Identifier0","Fuel Flow Rate Commanded (L/hr)- Identifier0","Fuel Flow Rate Commanded (L/hr)- Identifier1","Fuel Flow Rate Commanded (L/hr)- Identifier144","Fuel Pump Actuator Commanded Current (mA)- Identifier0","Fuel Pump Actuator Commanded Current (mA)- Identifier1","Fuel Pump Actuator Commanded Current (mA)- Identifier144","Fuel Pump Actuator Duty Cycle (percent)- Identifier0","Fuel Pump Actuator Duty Cycle (percent)- Identifier1","Fuel Pump Actuator Duty Cycle (percent)- Identifier144","Fuel Pump Actuator Measured Current (mA)- Identifier0","Fuel Pump Actuator Measured Current (mA)- Identifier1","Fuel Pump Actuator Measured Current (mA)- Identifier144","Fuel Pump Actuator Position- Identifier0","Fuel Pump Actuator Position- Identifier1","Fuel Pump Actuator Position- Identifier144","Fuel Pump Oil Pressure (kPa)- Identifier0","Fuel Rail Pressure Commanded (bar)- Identifier0","Fuel Rail Pressure Commanded (bar)- Identifier1","Fuel Rail Pressure Commanded (bar)- Identifier144","Fuel Rail Pressure Measured (bar)- Identifier0","Fuel Rail Pressure Measured (bar)- Identifier1","Fuel Rail Pressure Measured (bar)- Identifier144","Fuel Rail Pressure Sensor Signal Voltage (V)- Identifier0","Fuel Rail Pressure Sensor Signal Voltage (V)- Identifier1","Fuel Rail Pressure Sensor Signal Voltage (V)- Identifier144","Fuel Regulator Intake Pressure (kPa)- Identifier0","Fuel Regulator Intake Pressure (kPa)- Identifier1","Fuel Regulator Intake Pressure (kPa)- Identifier144","Fuel Regulator Intake Pressure Voltage (V)- Identifier0","Fuel Regulator Intake Pressure Voltage (V)- Identifier1","Fuel Regulator Intake Pressure Voltage (V)- Identifier144","Fuel Temperature Sensor (°C)- Identifier0","Fuel Temperature Sensor (°C)- Identifier1","Fuel Temperature Sensor (°C)- Identifier144","Fuel Temperature Sensor Voltage (V)- Identifier0","Fuel Temperature Sensor Voltage (V)- Identifier1","Fuel Temperature Sensor Voltage (V)- Identifier144","Idle Validation Switch- Identifier0","Instantaneous Dosing Fuel Rate (L/hr)- Identifier0","Instantaneous Fuel Rate (L/hr)- Identifier0","Intake Manifold Air Temperature (°C)- Identifier0","Intake Manifold Air Temperature Sensor Signal Voltage (V)- Identifier0","Intake Manifold Pressure (kPa)- Identifier0","Intake Manifold Pressure Sensor 1 (kPa)- Identifier0","Intake Manifold Pressure Sensor 1 Voltage (V)- Identifier0","Intake Manifold Pressure Sensor 2 (kPa)- Identifier1","Intake Manifold Pressure Sensor 2 Voltage (V)- Identifier1","Intake Manifold Pressure Sensor Signal Voltage (V)- Identifier0","Intake Manifold Temperature Sensor 1 (°C)- Identifier0","Intake Manifold Temperature Sensor 1 Voltage (V)- Identifier0","Intake Manifold Temperature Sensor 2 (°C)- Identifier0","Intake Manifold Temperature Sensor 2 Voltage (V)- Identifier0","Intake Manifold Temperature Sensor 3 (°C)- Identifier0","Intake Manifold Temperature Sensor 3 Voltage (V)- Identifier0","Intake Manifold Temperature Sensor 4 (°C)- Identifier0","Intake Manifold Temperature Sensor 4 Voltage (V)- Identifier0","Intermediate Speed Control Decrement Switch- Identifier0","Intermediate Speed Control Increment Switch- Identifier0","Intermediate Speed Control Mode- Identifier0","Intermediate Speed Control Requested Input- Identifier0","Intermediate Speed Control Requested Speed (RPM)- Identifier0","Intermediate Speed Control Switch 1- Identifier0","Intermediate Speed Control Switch 2- Identifier0","Intermediate Speed Control Switch 3- Identifier0","J1939 Engine Source Address- Identifier0","J1939 Engine Source Address- Identifier1","J1939 Engine Source Address- Identifier144","J1939 Stop Broadcast Source Address One- Identifier0","J1939 Stop Broadcast Source Address One- Identifier1","J1939 Stop Broadcast Source Address One- Identifier144","J1939 Stop Broadcast Source Address Three- Identifier0","J1939 Stop Broadcast Source Address Three- Identifier1","J1939 Stop Broadcast Source Address Three- Identifier144","J1939 Stop Broadcast Source Address Two- Identifier0","J1939 Stop Broadcast Source Address Two- Identifier1","J1939 Stop Broadcast Source Address Two- Identifier144","Keyswitch Off Counts- Identifier0","Keyswitch On Counts- Identifier0","Keyswitch- Identifier0","Low Idle Adjustment Switch- Identifier0","Oil Filter Differential Pressure Sensor (Calculated) (kPa)- Identifier0","Oil Filter Differential Pressure Sensor (Calculated) (kPa)- Identifier1","Oil Level Switch Status- Identifier1","Oil Level Switch Voltage (V)- Identifier1","Percent Accelerator Pedal or Lever (percent)- Identifier0","Percent Load (percent)- Identifier0","Pre Oil Filter Pressure (kPa)- Identifier1","Pre Oil Filter Pressure Sensor Voltage (V)- Identifier1","Red Stop Lamp Status- Identifier0","Sensor Supply 1 (V)- Identifier0","Sensor Supply 1 (V)- Identifier1","Sensor Supply 1 (V)- Identifier144","Sensor Supply 2 (V)- Identifier0","Sensor Supply 2 (V)- Identifier1","Sensor Supply 2 (V)- Identifier144","Sensor Supply 3 (V)- Identifier0","Sensor Supply 3 (V)- Identifier1","Sensor Supply 3 (V)- Identifier144","Sensor Supply 4 (V)- Identifier0","Sensor Supply 4 (V)- Identifier1","Sensor Supply 4 (V)- Identifier144",
16-май-2026,09:47:16.858,"0,00","5,00","On","Off","402,8","413,0","415,8","90,6","3,31","27,8","27,8","27,9","27,8","19020116","19020116","19020116","244","3,1","0,0","0,38","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:42","003492:32:48","003492:35:59","0","0","0","Off","Off","Off","False","False","False","Normal","80,6","0,88","003471:24:36","495,4","2,94","Analog","90,7","0,63","Data Link Speed","Disable","On","1423","1428","1448","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","402","381","407","394","400","399","422","430","424","373","410","415","436","381","366","363","2,2","2,1","2,2","2,1","2,2","2,2","2,3","2,3","2,3","2,1","2,3","2,3","2,4","2,1","2,0","2,0","89","Off","Intake Manifold Temperature","198,56","0,00","0,00","1250,00","0,00","0,00","17","0","0","1250,00","0,00","0,00","Close","Open","Open","0,0","1151","0","1123","1139","1169","1135","2,82","0,00","0,00","644","565","653","2,1","0,0","0,0","25,4","25,5","25,4","3,1","0,0","0,0","N/A","0,0","0,0","46,9","1,88","38,5","39","1,5","42","1,5","1,19","47","2,1","47","2,1","46","2,1","47","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","15","36","Normal","0,00","0","52","424,1","1,5","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:17.858,"0,00","5,00","On","Off","386,3","395,8","397,3","90,6","3,31","27,8","27,8","27,9","27,8","19020116","19020116","19020116","244","3,1","0,0","0,38","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:42","003492:32:48","003492:36:01","0","0","0","Off","Off","Off","False","False","False","Normal","80,6","0,88","003471:24:36","495,4","2,94","Analog","90,7","0,63","Data Link Speed","Disable","On","1423","1482","1490","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","383","366","390","375","384","380","409","412","406","359","392","400","414","366","356","355","2,1","2,0","2,1","2,1","2,1","2,1","2,3","2,3","2,2","2,0","2,1","2,2","2,3","2,0","1,9","1,9","89","Off","Intake Manifold Temperature","198,56","0,00","0,00","1250,00","0,00","0,00","17","0","0","1250,00","0,00","0,00","Close","Open","Open","0,0","1151","0","1238","1139","1191","1208","2,82","0,00","0,00","644","565","649","2,1","0,0","0,0","25,4","25,4","25,4","3,1","0,0","0,0","N/A","0,0","0,0","46,9","1,88","38,5","39","1,5","41","1,5","1,19","47","2,1","47","2,1","46","2,1","47","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","15","39","Normal","0,00","0","52","449,3","1,6","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:18.858,"0,00","5,00","On","Off","386,3","395,8","397,3","90,6","3,25","27,8","27,8","27,9","27,8","19020116","19020116","19020116","296","3,5","0,0","0,38","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:44","003492:32:49","003492:36:01","0","0","0","Off","Off","Off","False","False","False","Normal","80,7","0,88","003471:24:37","495,4","3,25","Analog","91,0","0,63","Data Link Speed","Disable","On","1613","1482","1490","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","383","366","390","375","384","380","409","412","406","359","392","400","414","366","356","355","2,1","2,0","2,1","2,1","2,1","2,1","2,3","2,3","2,2","2,0","2,1","2,2","2,3","2,0","1,9","1,9","90","Off","Intake Manifold Temperature","274,16","0,00","0,00","1187,50","0,00","0,00","16","0","0","1187,50","0,00","0,00","Close","Open","Open","0,0","1501","0","1238","1428","1191","1208","3,37","0,00","0,00","660","565","649","2,1","0,0","0,0","25,4","25,4","25,4","3,1","0,0","0,0","N/A","0,0","0,0","46,7","1,88","50,3","51","1,6","41","1,5","1,19","47","2,1","47","2,1","46","2,1","47","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","56","39","Normal","0,00","0","48","449,3","1,6","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:19.858,"0,00","5,00","On","Off","376,5","381,3","381,3","90,6","3,25","27,8","27,8","27,9","27,8","19020116","19020116","19020116","296","3,5","0,0","0,38","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:46","003492:32:49","003492:36:02","0","0","0","Off","Off","Off","False","False","False","Normal","80,7","0,88","003471:24:37","495,4","3,25","Analog","91,0","0,63","Data Link Speed","Disable","On","1613","1655","1688","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","376","354","385","361","380","370","406","402","396","353","385","394","401","359","348","353","2,1","1,9","2,1","2,0","2,1","2,1","2,3","2,2","2,2","1,9","2,1","2,2","2,2","2,0","1,9","1,9","90","Off","Intake Manifold Temperature","274,16","0,00","0,00","1187,50","0,00","0,00","16","0","0","1187,50","0,00","0,00","Close","Open","Open","0,0","1501","0","1554","1428","1589","1589","3,37","0,00","0,00","660","565","674","2,1","0,0","0,0","25,4","25,4","25,3","3,1","0,0","0,0","N/A","0,0","0,0","46,7","1,88","50,3","51","1,6","58","1,6","1,19","47","2,1","47","2,1","46","2,1","47","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","56","39","Normal","0,00","0","48","512,1","1,7","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:20.858,"0,00","5,00","On","Off","376,5","381,3","381,3","90,6","3,31","27,8","27,8","27,9","27,8","19020116","19020116","19020116","317","3,7","0,0","0,38","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:46","003492:32:51","003492:36:02","0","0","0","Off","Off","Off","False","False","False","Normal","80,9","0,88","003471:24:39","495,4","3,31","Analog","91,0","0,63","Air Fuel Control Derate","Disable","On","1677","1655","1688","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","Torque Limiting","Inactive","376","354","385","361","380","370","406","402","396","353","385","394","401","359","348","353","2,1","1,9","2,1","2,0","2,1","2,1","2,3","2,2","2,2","1,9","2,1","2,2","2,2","2,0","1,9","1,9","92","Off","Intake Manifold Temperature","385,43","0,00","0,00","1125,00","0,00","0,00","16","0","0","1187,50","0,00","0,00","Close","Open","Open","0,0","1430","0","1554","1362","1589","1589","3,27","0,00","0,00","658","565","674","2,1","0,0","0,0","25,3","25,4","25,3","3,1","0,0","0,0","N/A","0,0","0,0","46,5","1,88","74,4","78","1,8","58","1,6","1,19","47","2,1","47","2,1","46","2,1","46","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","19","39","Normal","0,00","0","68","512,1","1,7","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:21.858,"0,00","5,00","On","Off","375,0","375,8","375,3","90,6","3,31","27,8","27,8","27,9","27,8","19020116","19020116","19020116","317","3,7","0,0","0,38","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:47","003492:32:53","003492:36:04","0","0","0","Off","Off","Off","False","False","False","Normal","80,9","0,88","003471:24:39","495,4","3,31","Analog","91,0","0,63","Air Fuel Control Derate","Disable","On","1677","1727","1779","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","Torque Limiting","Inactive","376","352","383","356","380","372","408","404","398","353","390","395","401","359","345","351","2,1","1,9","2,1","2,0","2,1","2,1","2,3","2,3","2,2","1,9","2,2","2,2","2,2","2,0","1,9","1,9","92","Off","Intake Manifold Temperature","385,43","0,00","0,00","1125,00","0,00","0,00","16","0","0","1187,50","0,00","0,00","Close","Open","Open","0,0","1430","0","1599","1362","1579","1606","3,27","0,00","0,00","658","565","671","2,1","0,0","0,0","25,3","25,3","25,4","3,1","0,0","0,0","N/A","0,0","0,0","46,5","1,88","74,4","78","1,8","95","1,9","1,19","47","2,1","47","2,1","46","2,1","46","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","19","38","Normal","0,00","0","68","540,5","1,8","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:22.858,"0,00","5,00","On","Off","375,0","380,5","379,8","90,6","3,25","27,8","27,9","27,9","27,8","19020116","19020116","19020116","367","4,0","0,0","0,38","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:47","003492:32:53","003492:36:05","0","0","0","Off","Off","Off","False","False","False","Normal","81,1","0,88","003471:24:41","495,4","3,56","Analog","91,1","0,63","Data Link Speed","Disable","On","1803","1784","1779","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","376","359","383","363","380","384","408","416","407","353","402","395","412","359","348","351","2,1","2,0","2,1","2,0","2,1","2,1","2,3","2,3","2,3","1,9","2,3","2,2","2,3","2,0","1,9","1,9","93","Off","Intake Manifold Temperature","286,88","0,00","0,00","1187,50","0,00","0,00","16","0","0","1187,50","0,00","0,00","Close","Open","Open","0,0","1577","0","1599","1594","1550","1606","3,64","0,00","0,00","678","565","671","2,1","0,0","0,0","25,3","25,3","25,4","3,1","0,0","0,0","N/A","0,0","0,0","46,3","1,88","133,0","136","2,3","150","2,3","1,19","47","2,1","47","2,1","46","2,1","46","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","50","7","Normal","0,00","0","68","542,8","1,8","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:24.015,"0,00","5,00","On","Off","379,3","380,5","379,8","90,6","3,25","27,8","27,9","27,9","27,8","19020116","19020116","19020116","374","4,1","0,0","0,44","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:49","003492:32:55","003492:36:07","0","0","0","Off","Off","Off","False","False","False","Normal","81,1","0,88","003471:24:43","495,4","3,50","Analog","91,3","0,63","Data Link Speed","Disable","On","1839","1784","1784","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","386","359","392","363","390","384","420","416","407","360","402","404","412","366","348","354","2,1","2,0","2,2","2,0","2,2","2,1","2,3","2,3","2,3","2,0","2,3","2,3","2,3","2,1","1,9","2,0","95","Off","Intake Manifold Temperature","364,28","0,00","0,00","1125,00","0,00","0,00","16","0","0","1125,00","0,00","0,00","Close","Open","Open","0,0","1500","0","1508","1513","1550","1518","3,53","0,00","0,00","676","565","670","2,1","0,0","0,0","25,4","25,3","25,3","3,1","0,0","0,0","N/A","0,0","0,0","46,1","1,88","189,2","193","2,7","150","2,3","1,19","47","2,1","46","2,1","46","2,1","46","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","22","7","Normal","0,00","0","85","542,8","1,8","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:25.015,"0,00","5,00","On","Off","391,8","393,5","393,3","90,6","3,25","27,8","27,9","27,9","27,8","19020116","19020116","19020116","374","4,1","0,0","0,44","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:50","003492:32:55","003492:36:07","0","0","0","Off","Off","Off","False","False","False","Normal","81,1","0,88","003471:24:43","495,4","3,50","Analog","91,3","0,63","Data Link Speed","Disable","On","1839","1847","1840","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","403","372","408","377","406","400","435","432","421","372","417","418","431","380","357","361","2,3","2,1","2,3","2,1","2,3","2,3","2,4","2,4","2,3","2,1","2,3","2,3","2,4","2,1","2,0","2,0","95","Off","Intake Manifold Temperature","364,28","0,00","0,00","1125,00","0,00","0,00","16","0","0","1125,00","0,00","0,00","Close","Open","Open","0,0","1500","0","1484","1513","1521","1482","3,53","0,00","0,00","676","565","679","2,1","0,0","0,0","25,4","25,4","25,4","3,1","0,0","0,0","N/A","0,0","0,0","46,1","1,88","189,2","193","2,7","201","2,8","1,19","47","2,1","46","2,1","46","2,1","46","2,1","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","22","52","Normal","0,00","0","85","575,9","1,8","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
16-май-2026,09:47:26.015,"0,00","5,00","On","Off","391,8","393,5","393,3","90,6","3,25","27,8","27,9","27,9","27,8","19020116","19020116","19020116","356","3,9","0,0","0,50","Off","On","Off","Not Set","Not Set","Not Set","55","55","003492:26:52","003492:32:56","003492:36:09","0","0","0","Off","Off","Off","False","False","False","Normal","81,0","0,88","003471:24:45","525,6","3,38","Analog","91,3","0,63","Data Link Speed","Disable","On","1770","1847","1840","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","In Range","In Range","In Range","Valid Signal","Valid Signal","Valid Signal","Have Synchronization","Have Synchronization","Have Synchronization","Main","Main","Main","Good","Good","Good","PTO Governor","Inactive","403","372","408","377","406","400","435","432","421","372","417","418","431","380","357","361","2,3","2,1","2,3","2,1","2,3","2,3","2,4","2,4","2,3","2,1","2,3","2,3","2,4","2,1","2,0","2,0","95","Off","Coolant Temperature","341,44","0,00","0,00","1187,50","0,00","0,00","16","0","0","1187,50","0,00","0,00","Close","Open","Open","0,0","1416","0","1484","1398","1521","1482","3,22","0,00","0,00","667","565","679","2,1","0,0","0,0","25,4","25,4","25,4","3,1","0,0","0,0","N/A","0,0","0,0","45,8","1,88","198,2","194","2,7","201","2,8","1,19","46","2,1","46","2,1","45","2,2","45","2,2","Off","Off","Undefined","None","0","Off","Off","Off","0","1","144","0","0","0","0","0","0","0","0","0","433","434","On","Switch Failed","18","52","Normal","0,00","0","62","575,9","1,8","Off","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","4,94","5,00",
